f_sample_id	f_gse_id	f_genome	f_geo_id	f_label	f_pmid	f_species	f_tissue_type	f_sequencing_type	f_health_type	f_health_type_description	f_description	f_source	f_source_url	f_counts_layer	f_sample_exist	f_cell_count	f_cell_type_count	f_index	f_sample_name
sample_id_136	GSE194028	hg38	GSM7102976	GSM7102976	37537502	Human	PBMC	scATAC-seq	Normal	Mixture of PBMC from 2 donors	We systematically benchmarked 8 single-cell ATAC sequencing technologies for their capacity to generate high-quality single-cell open chromatin profiles, and to elucidate the regulatory landscape of complex samples. Our study contains 47 individual human PBMC scATAC-seq experiments from a reference male and female donor. To streamline data analysis, we devised PUMATAC (https://github.com/aertslab/PUMATAC), a flexible and universal data analysis pipeline and best practices repository for scATAC-seq. Systematic technology-specific differences in sequencing library complexity and biases in tagmentation specificity were found to impact the accuracy of cell type annotation, genotype demultiplexing, peak calling, differential region accessibility, and motif enrichment. Together, our data forms a new scATAC-seq reference of more than 169, 000 PBMC cells with matched single-cell multiome and RNA-seq data.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_179	counts	0	250	4	135	Mixture of PBMC from 2 donors_PBMC_3
sample_id_137	GSE194028	hg38	GSM7102980	GSM7102980	37537502	Human	PBMC	mtscATAC-seq	Normal	Mixture of PBMC from 2 donors	We systematically benchmarked 8 single-cell ATAC sequencing technologies for their capacity to generate high-quality single-cell open chromatin profiles, and to elucidate the regulatory landscape of complex samples. Our study contains 47 individual human PBMC scATAC-seq experiments from a reference male and female donor. To streamline data analysis, we devised PUMATAC (https://github.com/aertslab/PUMATAC), a flexible and universal data analysis pipeline and best practices repository for scATAC-seq. Systematic technology-specific differences in sequencing library complexity and biases in tagmentation specificity were found to impact the accuracy of cell type annotation, genotype demultiplexing, peak calling, differential region accessibility, and motif enrichment. Together, our data forms a new scATAC-seq reference of more than 169, 000 PBMC cells with matched single-cell multiome and RNA-seq data.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_177	counts	0	1269	5	136	Mixture of PBMC from 2 donors_PBMC_4
sample_id_138	GSE194028	hg38	GSM7102981	GSM7102981	37537502	Human	PBMC	mtscATAC-seq	Normal	Mixture of PBMC from 2 donors	We systematically benchmarked 8 single-cell ATAC sequencing technologies for their capacity to generate high-quality single-cell open chromatin profiles, and to elucidate the regulatory landscape of complex samples. Our study contains 47 individual human PBMC scATAC-seq experiments from a reference male and female donor. To streamline data analysis, we devised PUMATAC (https://github.com/aertslab/PUMATAC), a flexible and universal data analysis pipeline and best practices repository for scATAC-seq. Systematic technology-specific differences in sequencing library complexity and biases in tagmentation specificity were found to impact the accuracy of cell type annotation, genotype demultiplexing, peak calling, differential region accessibility, and motif enrichment. Together, our data forms a new scATAC-seq reference of more than 169, 000 PBMC cells with matched single-cell multiome and RNA-seq data.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_176	counts	0	699	5	137	Mixture of PBMC from 2 donors_PBMC_5
sample_id_139	GSE203567	hg38	GSM6176366	GSM6176366	-	Human	Blood	scATAC-seq	Normal	Umbilical Cord Blood mononuclear cells	When human cord blood derived CD34+ cells are induced to differentiate, they undergo rapid and dynamic morphological and molecular transformations that are critical for fate commitment. In particular, the cells passe through a transitory phase known as “multilineage primed” state. These cells are characterized by a mixed gene expression profile, different in each cell, with the co-expression of many genes characteristic for concurrent cell lineages. The aim of our study is to understand the mechanisms of the establishment and the exit from this transitory state. We investigated this issue using single-cell RNA sequencing and ATAC-seq. Two phases were detected. The first phase is a rapid and global chromatin decompaction that makes most of the gene promoters in the genome accessible for transcription. It results 24h later in enhanced and pervasive transcription of the genome leading to the concomitant increase in the cell-to-cell variability of transcriptional profiles. The second phase is the exit from the multilineage-primed phase marked by a slow chromatin closure and a subsequent overall downregulation of gene transcription. This process is selective and results in the emergence of coherent expression profiles corresponding to distinct cell subpopulations. The typical time scale of these events spans 48 to 72 hours. These observations suggest that the non-specificity of genome decompaction is the condition for the generation of a highly variable multilineage expression profile. The non-specific phase is followed by specific regulatory actions that stabilize and maintain the activity of key genes, while the rest of the genome becomes repressed again by the chromatin re-compaction. Thus, the initiation of differentiation is reminiscent of a trial-and-error process that associates the spontaneous generation of gene expression diversity to subsequent regulatory actions that maintain the activity of some genes while the rest of the genome sinks back to the repressive closed chromatin state.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_175	counts	0	4948	9	138	Umbilical Cord Blood mononuclear cells_Blood
sample_id_140	GSE218918	hg38	GSM6760056	GSM6760056	36601579	Human	PBMC	snATAC-seq	Disease	Influenza	PBMCs were extracted from 8 donors (an influenza, 2 mild and 2 severe COVID-19 patients, 3 healthy donors). Datasets generated by single-cell ATAC sequencing platform from 10X genomics. The library was generated by single-cell ATAC kit v1.1 following manufacturer's instructions.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_163	counts	0	5271	6	139	Influenza_PBMC
sample_id_141	GSE218918	hg38	GSM6760057	GSM6760057	36601579	Human	PBMC	snATAC-seq	Normal	PBMC, Healthy donors	PBMCs were extracted from 8 donors (an influenza, 2 mild and 2 severe COVID-19 patients, 3 healthy donors). Datasets generated by single-cell ATAC sequencing platform from 10X genomics. The library was generated by single-cell ATAC kit v1.1 following manufacturer's instructions.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_164	counts	0	3433	6	140	Healthy donors_PBMC_1
sample_id_142	GSE218918	hg38	GSM6760058	GSM6760058	36601579	Human	PBMC	snATAC-seq	Normal	PBMC, Healthy donors	PBMCs were extracted from 8 donors (an influenza, 2 mild and 2 severe COVID-19 patients, 3 healthy donors). Datasets generated by single-cell ATAC sequencing platform from 10X genomics. The library was generated by single-cell ATAC kit v1.1 following manufacturer's instructions.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_165	counts	0	2827	6	141	Healthy donors_PBMC_2
sample_id_143	GSE218918	hg38	GSM6760059	GSM6760059	36601579	Human	PBMC	snATAC-seq	Normal	PBMC, Healthy donors	PBMCs were extracted from 8 donors (an influenza, 2 mild and 2 severe COVID-19 patients, 3 healthy donors). Datasets generated by single-cell ATAC sequencing platform from 10X genomics. The library was generated by single-cell ATAC kit v1.1 following manufacturer's instructions.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_166	counts	0	4460	6	142	Healthy donors_PBMC_3
sample_id_144	GSE218918	hg38	GSM6760060	GSM6760060	36601579	Human	PBMC	snATAC-seq	Disease	Mild COVID-19	PBMCs were extracted from 8 donors (an influenza, 2 mild and 2 severe COVID-19 patients, 3 healthy donors). Datasets generated by single-cell ATAC sequencing platform from 10X genomics. The library was generated by single-cell ATAC kit v1.1 following manufacturer's instructions.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_167	counts	0	2880	5	143	Mild COVID-19_PBMC_1
sample_id_145	GSE218918	hg38	GSM6760061	GSM6760061	36601579	Human	PBMC	snATAC-seq	Disease	Severe COVID-19	PBMCs were extracted from 8 donors (an influenza, 2 mild and 2 severe COVID-19 patients, 3 healthy donors). Datasets generated by single-cell ATAC sequencing platform from 10X genomics. The library was generated by single-cell ATAC kit v1.1 following manufacturer's instructions.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_168	counts	0	2658	6	144	Severe COVID-19_PBMC_1
sample_id_146	GSE218918	hg38	GSM6760062	GSM6760062	36601579	Human	PBMC	snATAC-seq	Disease	Mild COVID-19	PBMCs were extracted from 8 donors (an influenza, 2 mild and 2 severe COVID-19 patients, 3 healthy donors). Datasets generated by single-cell ATAC sequencing platform from 10X genomics. The library was generated by single-cell ATAC kit v1.1 following manufacturer's instructions.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_169	counts	0	5123	7	145	Mild COVID-19_PBMC_2
sample_id_147	GSE218918	hg38	GSM6760063	GSM6760063	36601579	Human	PBMC	snATAC-seq	Disease	Severe COVID-19	PBMCs were extracted from 8 donors (an influenza, 2 mild and 2 severe COVID-19 patients, 3 healthy donors). Datasets generated by single-cell ATAC sequencing platform from 10X genomics. The library was generated by single-cell ATAC kit v1.1 following manufacturer's instructions.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_170	counts	0	3593	6	146	Severe COVID-19_PBMC_2
sample_id_148	GSE220188	hg38	GSM6793418,GSM6793419,GSM6793420,GSM6793421,GSM6793422,GSM6793423,GSM6793424,GSM6793425,GSM6793427,GSM6793428,GSM6793429,GSM6793430,GSM6793431,GSM6793432,GSM6793433,GSM6793434,GSM6793435,GSM6793436,GSM6793437,GSM6793438,GSM6793439,GSM6793440,GSM6793441,GSM6793442,GSM6793443,GSM6793444,GSM6793445,GSM6793446,GSM6793447,GSM6793448,GSM6793449,GSM6793450,GSM6793451,GSM6793452,GSM6793453,GSM6793454,GSM6793455,GSM6793456,GSM6793457,GSM6793458,GSM6793459,GSM6793460	GSE220188	37974651	Human	PBMC	scATAC-seq	Disease	Methicillin-sensitive staphylococcus aureus (MSSA)	Resolving chromatin remodeling-linked gene expression changes is important for understanding disease states. We describe MAGICAL (Multiome Accessible Gene Integration Calling And Looping), a hierarchical Bayesian approach that leverages paired scRNA-seq and scATAC-seq data from different conditions to map disease-associated transcription factors, regulatory sites and genes as regulatory circuits. By introducing hidden Bayesian variables to allow modeling noise and signal variation across cells and conditions in both transcriptome and chromatin data, in systemic evaluations MAGICAL achieved high accuracy on circuit prediction at cell-type resolution. We applied MAGICAL to study Staphylococcus aureus sepsis from peripheral blood mononuclear single cell data that we generated from infected subjects and healthy uninfected controls. MAGICAL identified sepsis-associated regulatory circuits predominantly in CD14 monocytes, known to be sepsis activated. We addressed the challenging problem of distinguishing methicillin-resistant- (MRSA) and methicillin-sensitive Staphylococcus aureus (MSSA) infections, where differential expression analysis failed to show predictive value. MAGICAL, however, identified epigenetic circuit biomarkers that distinguished MRSA from MSSA.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_342	counts	1	24868	5	147	Methicillin-sensitive staphylococcus aureus (MSSA)_1_PBMC
sample_id_149	GSE220188	hg38	GSM6793418	GSM6793418	37974651	Human	PBMC	scATAC-seq	Normal	PBMC, Control (Methicillin-sensitive staphylococcus aureus (MSSA))	Resolving chromatin remodeling-linked gene expression changes is important for understanding disease states. We describe MAGICAL (Multiome Accessible Gene Integration Calling And Looping), a hierarchical Bayesian approach that leverages paired scRNA-seq and scATAC-seq data from different conditions to map disease-associated transcription factors, regulatory sites and genes as regulatory circuits. By introducing hidden Bayesian variables to allow modeling noise and signal variation across cells and conditions in both transcriptome and chromatin data, in systemic evaluations MAGICAL achieved high accuracy on circuit prediction at cell-type resolution. We applied MAGICAL to study Staphylococcus aureus sepsis from peripheral blood mononuclear single cell data that we generated from infected subjects and healthy uninfected controls. MAGICAL identified sepsis-associated regulatory circuits predominantly in CD14 monocytes, known to be sepsis activated. We addressed the challenging problem of distinguishing methicillin-resistant- (MRSA) and methicillin-sensitive Staphylococcus aureus (MSSA) infections, where differential expression analysis failed to show predictive value. MAGICAL, however, identified epigenetic circuit biomarkers that distinguished MRSA from MSSA.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_189	counts	0	601	4	148	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_1
sample_id_150	GSE220188	hg38	GSM6793420	GSM6793420	37974651	Human	PBMC	scATAC-seq	Normal	PBMC, Control (Methicillin-sensitive staphylococcus aureus (MSSA))	Resolving chromatin remodeling-linked gene expression changes is important for understanding disease states. We describe MAGICAL (Multiome Accessible Gene Integration Calling And Looping), a hierarchical Bayesian approach that leverages paired scRNA-seq and scATAC-seq data from different conditions to map disease-associated transcription factors, regulatory sites and genes as regulatory circuits. By introducing hidden Bayesian variables to allow modeling noise and signal variation across cells and conditions in both transcriptome and chromatin data, in systemic evaluations MAGICAL achieved high accuracy on circuit prediction at cell-type resolution. We applied MAGICAL to study Staphylococcus aureus sepsis from peripheral blood mononuclear single cell data that we generated from infected subjects and healthy uninfected controls. MAGICAL identified sepsis-associated regulatory circuits predominantly in CD14 monocytes, known to be sepsis activated. We addressed the challenging problem of distinguishing methicillin-resistant- (MRSA) and methicillin-sensitive Staphylococcus aureus (MSSA) infections, where differential expression analysis failed to show predictive value. MAGICAL, however, identified epigenetic circuit biomarkers that distinguished MRSA from MSSA.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_191	counts	0	603	5	149	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_2
sample_id_151	GSE220188	hg38	GSM6793422	GSM6793422	37974651	Human	PBMC	scATAC-seq	Normal	PBMC, Control (Methicillin-sensitive staphylococcus aureus (MSSA))	Resolving chromatin remodeling-linked gene expression changes is important for understanding disease states. We describe MAGICAL (Multiome Accessible Gene Integration Calling And Looping), a hierarchical Bayesian approach that leverages paired scRNA-seq and scATAC-seq data from different conditions to map disease-associated transcription factors, regulatory sites and genes as regulatory circuits. By introducing hidden Bayesian variables to allow modeling noise and signal variation across cells and conditions in both transcriptome and chromatin data, in systemic evaluations MAGICAL achieved high accuracy on circuit prediction at cell-type resolution. We applied MAGICAL to study Staphylococcus aureus sepsis from peripheral blood mononuclear single cell data that we generated from infected subjects and healthy uninfected controls. MAGICAL identified sepsis-associated regulatory circuits predominantly in CD14 monocytes, known to be sepsis activated. We addressed the challenging problem of distinguishing methicillin-resistant- (MRSA) and methicillin-sensitive Staphylococcus aureus (MSSA) infections, where differential expression analysis failed to show predictive value. MAGICAL, however, identified epigenetic circuit biomarkers that distinguished MRSA from MSSA.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_193	counts	0	770	4	150	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_3
sample_id_152	GSE220188	hg38	GSM6793423	GSM6793423	37974651	Human	PBMC	scATAC-seq	Normal	PBMC, Control (Methicillin-sensitive staphylococcus aureus (MSSA))	Resolving chromatin remodeling-linked gene expression changes is important for understanding disease states. We describe MAGICAL (Multiome Accessible Gene Integration Calling And Looping), a hierarchical Bayesian approach that leverages paired scRNA-seq and scATAC-seq data from different conditions to map disease-associated transcription factors, regulatory sites and genes as regulatory circuits. By introducing hidden Bayesian variables to allow modeling noise and signal variation across cells and conditions in both transcriptome and chromatin data, in systemic evaluations MAGICAL achieved high accuracy on circuit prediction at cell-type resolution. We applied MAGICAL to study Staphylococcus aureus sepsis from peripheral blood mononuclear single cell data that we generated from infected subjects and healthy uninfected controls. MAGICAL identified sepsis-associated regulatory circuits predominantly in CD14 monocytes, known to be sepsis activated. We addressed the challenging problem of distinguishing methicillin-resistant- (MRSA) and methicillin-sensitive Staphylococcus aureus (MSSA) infections, where differential expression analysis failed to show predictive value. MAGICAL, however, identified epigenetic circuit biomarkers that distinguished MRSA from MSSA.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_194	counts	0	1097	5	151	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_4
sample_id_153	GSE220188	hg38	GSM6793427	GSM6793427	37974651	Human	PBMC	scATAC-seq	Normal	PBMC, Control (Methicillin-sensitive staphylococcus aureus (MSSA))	Resolving chromatin remodeling-linked gene expression changes is important for understanding disease states. We describe MAGICAL (Multiome Accessible Gene Integration Calling And Looping), a hierarchical Bayesian approach that leverages paired scRNA-seq and scATAC-seq data from different conditions to map disease-associated transcription factors, regulatory sites and genes as regulatory circuits. By introducing hidden Bayesian variables to allow modeling noise and signal variation across cells and conditions in both transcriptome and chromatin data, in systemic evaluations MAGICAL achieved high accuracy on circuit prediction at cell-type resolution. We applied MAGICAL to study Staphylococcus aureus sepsis from peripheral blood mononuclear single cell data that we generated from infected subjects and healthy uninfected controls. MAGICAL identified sepsis-associated regulatory circuits predominantly in CD14 monocytes, known to be sepsis activated. We addressed the challenging problem of distinguishing methicillin-resistant- (MRSA) and methicillin-sensitive Staphylococcus aureus (MSSA) infections, where differential expression analysis failed to show predictive value. MAGICAL, however, identified epigenetic circuit biomarkers that distinguished MRSA from MSSA.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_197	counts	0	544	5	152	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_5
sample_id_154	GSE220188	hg38	GSM6793428	GSM6793428	37974651	Human	PBMC	scATAC-seq	Normal	PBMC, Control (Methicillin-sensitive staphylococcus aureus (MSSA))	Resolving chromatin remodeling-linked gene expression changes is important for understanding disease states. We describe MAGICAL (Multiome Accessible Gene Integration Calling And Looping), a hierarchical Bayesian approach that leverages paired scRNA-seq and scATAC-seq data from different conditions to map disease-associated transcription factors, regulatory sites and genes as regulatory circuits. By introducing hidden Bayesian variables to allow modeling noise and signal variation across cells and conditions in both transcriptome and chromatin data, in systemic evaluations MAGICAL achieved high accuracy on circuit prediction at cell-type resolution. We applied MAGICAL to study Staphylococcus aureus sepsis from peripheral blood mononuclear single cell data that we generated from infected subjects and healthy uninfected controls. MAGICAL identified sepsis-associated regulatory circuits predominantly in CD14 monocytes, known to be sepsis activated. We addressed the challenging problem of distinguishing methicillin-resistant- (MRSA) and methicillin-sensitive Staphylococcus aureus (MSSA) infections, where differential expression analysis failed to show predictive value. MAGICAL, however, identified epigenetic circuit biomarkers that distinguished MRSA from MSSA.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_198	counts	0	751	4	153	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_6
sample_id_155	GSE220188	hg38	GSM6793429	GSM6793429	37974651	Human	PBMC	scATAC-seq	Normal	PBMC, Control (Methicillin-sensitive staphylococcus aureus (MSSA))	Resolving chromatin remodeling-linked gene expression changes is important for understanding disease states. We describe MAGICAL (Multiome Accessible Gene Integration Calling And Looping), a hierarchical Bayesian approach that leverages paired scRNA-seq and scATAC-seq data from different conditions to map disease-associated transcription factors, regulatory sites and genes as regulatory circuits. By introducing hidden Bayesian variables to allow modeling noise and signal variation across cells and conditions in both transcriptome and chromatin data, in systemic evaluations MAGICAL achieved high accuracy on circuit prediction at cell-type resolution. We applied MAGICAL to study Staphylococcus aureus sepsis from peripheral blood mononuclear single cell data that we generated from infected subjects and healthy uninfected controls. MAGICAL identified sepsis-associated regulatory circuits predominantly in CD14 monocytes, known to be sepsis activated. We addressed the challenging problem of distinguishing methicillin-resistant- (MRSA) and methicillin-sensitive Staphylococcus aureus (MSSA) infections, where differential expression analysis failed to show predictive value. MAGICAL, however, identified epigenetic circuit biomarkers that distinguished MRSA from MSSA.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_199	counts	0	8284	7	154	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_7
sample_id_156	GSE220188	hg38	GSM6793432	GSM6793432	37974651	Human	PBMC	scATAC-seq	Normal	PBMC, Control (Methicillin-sensitive staphylococcus aureus (MSSA))	Resolving chromatin remodeling-linked gene expression changes is important for understanding disease states. We describe MAGICAL (Multiome Accessible Gene Integration Calling And Looping), a hierarchical Bayesian approach that leverages paired scRNA-seq and scATAC-seq data from different conditions to map disease-associated transcription factors, regulatory sites and genes as regulatory circuits. By introducing hidden Bayesian variables to allow modeling noise and signal variation across cells and conditions in both transcriptome and chromatin data, in systemic evaluations MAGICAL achieved high accuracy on circuit prediction at cell-type resolution. We applied MAGICAL to study Staphylococcus aureus sepsis from peripheral blood mononuclear single cell data that we generated from infected subjects and healthy uninfected controls. MAGICAL identified sepsis-associated regulatory circuits predominantly in CD14 monocytes, known to be sepsis activated. We addressed the challenging problem of distinguishing methicillin-resistant- (MRSA) and methicillin-sensitive Staphylococcus aureus (MSSA) infections, where differential expression analysis failed to show predictive value. MAGICAL, however, identified epigenetic circuit biomarkers that distinguished MRSA from MSSA.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_202	counts	0	333	4	155	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_8
sample_id_157	GSE220188	hg38	GSM6793433	GSM6793433	37974651	Human	PBMC	scATAC-seq	Normal	PBMC, Control (Methicillin-sensitive staphylococcus aureus (MSSA))	Resolving chromatin remodeling-linked gene expression changes is important for understanding disease states. We describe MAGICAL (Multiome Accessible Gene Integration Calling And Looping), a hierarchical Bayesian approach that leverages paired scRNA-seq and scATAC-seq data from different conditions to map disease-associated transcription factors, regulatory sites and genes as regulatory circuits. By introducing hidden Bayesian variables to allow modeling noise and signal variation across cells and conditions in both transcriptome and chromatin data, in systemic evaluations MAGICAL achieved high accuracy on circuit prediction at cell-type resolution. We applied MAGICAL to study Staphylococcus aureus sepsis from peripheral blood mononuclear single cell data that we generated from infected subjects and healthy uninfected controls. MAGICAL identified sepsis-associated regulatory circuits predominantly in CD14 monocytes, known to be sepsis activated. We addressed the challenging problem of distinguishing methicillin-resistant- (MRSA) and methicillin-sensitive Staphylococcus aureus (MSSA) infections, where differential expression analysis failed to show predictive value. MAGICAL, however, identified epigenetic circuit biomarkers that distinguished MRSA from MSSA.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_203	counts	0	2090	5	156	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_9
sample_id_158	GSE220188	hg38	GSM6793434	GSM6793434	37974651	Human	PBMC	scATAC-seq	Normal	PBMC, Control (Methicillin-sensitive staphylococcus aureus (MSSA))	Resolving chromatin remodeling-linked gene expression changes is important for understanding disease states. We describe MAGICAL (Multiome Accessible Gene Integration Calling And Looping), a hierarchical Bayesian approach that leverages paired scRNA-seq and scATAC-seq data from different conditions to map disease-associated transcription factors, regulatory sites and genes as regulatory circuits. By introducing hidden Bayesian variables to allow modeling noise and signal variation across cells and conditions in both transcriptome and chromatin data, in systemic evaluations MAGICAL achieved high accuracy on circuit prediction at cell-type resolution. We applied MAGICAL to study Staphylococcus aureus sepsis from peripheral blood mononuclear single cell data that we generated from infected subjects and healthy uninfected controls. MAGICAL identified sepsis-associated regulatory circuits predominantly in CD14 monocytes, known to be sepsis activated. We addressed the challenging problem of distinguishing methicillin-resistant- (MRSA) and methicillin-sensitive Staphylococcus aureus (MSSA) infections, where differential expression analysis failed to show predictive value. MAGICAL, however, identified epigenetic circuit biomarkers that distinguished MRSA from MSSA.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_204	counts	0	1784	6	157	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_10
sample_id_159	GSE220188	hg38	GSM6793435	GSM6793435	37974651	Human	PBMC	scATAC-seq	Normal	PBMC, Control (Methicillin-sensitive staphylococcus aureus (MSSA))	Resolving chromatin remodeling-linked gene expression changes is important for understanding disease states. We describe MAGICAL (Multiome Accessible Gene Integration Calling And Looping), a hierarchical Bayesian approach that leverages paired scRNA-seq and scATAC-seq data from different conditions to map disease-associated transcription factors, regulatory sites and genes as regulatory circuits. By introducing hidden Bayesian variables to allow modeling noise and signal variation across cells and conditions in both transcriptome and chromatin data, in systemic evaluations MAGICAL achieved high accuracy on circuit prediction at cell-type resolution. We applied MAGICAL to study Staphylococcus aureus sepsis from peripheral blood mononuclear single cell data that we generated from infected subjects and healthy uninfected controls. MAGICAL identified sepsis-associated regulatory circuits predominantly in CD14 monocytes, known to be sepsis activated. We addressed the challenging problem of distinguishing methicillin-resistant- (MRSA) and methicillin-sensitive Staphylococcus aureus (MSSA) infections, where differential expression analysis failed to show predictive value. MAGICAL, however, identified epigenetic circuit biomarkers that distinguished MRSA from MSSA.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_205	counts	0	2667	5	158	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_11
sample_id_160	GSE220188	hg38	GSM6793436	GSM6793436	37974651	Human	PBMC	scATAC-seq	Normal	PBMC, Control (Methicillin-sensitive staphylococcus aureus (MSSA))	Resolving chromatin remodeling-linked gene expression changes is important for understanding disease states. We describe MAGICAL (Multiome Accessible Gene Integration Calling And Looping), a hierarchical Bayesian approach that leverages paired scRNA-seq and scATAC-seq data from different conditions to map disease-associated transcription factors, regulatory sites and genes as regulatory circuits. By introducing hidden Bayesian variables to allow modeling noise and signal variation across cells and conditions in both transcriptome and chromatin data, in systemic evaluations MAGICAL achieved high accuracy on circuit prediction at cell-type resolution. We applied MAGICAL to study Staphylococcus aureus sepsis from peripheral blood mononuclear single cell data that we generated from infected subjects and healthy uninfected controls. MAGICAL identified sepsis-associated regulatory circuits predominantly in CD14 monocytes, known to be sepsis activated. We addressed the challenging problem of distinguishing methicillin-resistant- (MRSA) and methicillin-sensitive Staphylococcus aureus (MSSA) infections, where differential expression analysis failed to show predictive value. MAGICAL, however, identified epigenetic circuit biomarkers that distinguished MRSA from MSSA.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_206	counts	0	5157	5	159	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_12
sample_id_161	GSE220188	hg38	GSM6793437	GSM6793437	37974651	Human	PBMC	scATAC-seq	Normal	PBMC, Control (Methicillin-sensitive staphylococcus aureus (MSSA))	Resolving chromatin remodeling-linked gene expression changes is important for understanding disease states. We describe MAGICAL (Multiome Accessible Gene Integration Calling And Looping), a hierarchical Bayesian approach that leverages paired scRNA-seq and scATAC-seq data from different conditions to map disease-associated transcription factors, regulatory sites and genes as regulatory circuits. By introducing hidden Bayesian variables to allow modeling noise and signal variation across cells and conditions in both transcriptome and chromatin data, in systemic evaluations MAGICAL achieved high accuracy on circuit prediction at cell-type resolution. We applied MAGICAL to study Staphylococcus aureus sepsis from peripheral blood mononuclear single cell data that we generated from infected subjects and healthy uninfected controls. MAGICAL identified sepsis-associated regulatory circuits predominantly in CD14 monocytes, known to be sepsis activated. We addressed the challenging problem of distinguishing methicillin-resistant- (MRSA) and methicillin-sensitive Staphylococcus aureus (MSSA) infections, where differential expression analysis failed to show predictive value. MAGICAL, however, identified epigenetic circuit biomarkers that distinguished MRSA from MSSA.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_207	counts	0	2146	5	160	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_13
sample_id_162	GSE220188	hg38	GSM6793438	GSM6793438	37974651	Human	PBMC	scATAC-seq	Normal	PBMC, Control (Methicillin-sensitive staphylococcus aureus (MSSA))	Resolving chromatin remodeling-linked gene expression changes is important for understanding disease states. We describe MAGICAL (Multiome Accessible Gene Integration Calling And Looping), a hierarchical Bayesian approach that leverages paired scRNA-seq and scATAC-seq data from different conditions to map disease-associated transcription factors, regulatory sites and genes as regulatory circuits. By introducing hidden Bayesian variables to allow modeling noise and signal variation across cells and conditions in both transcriptome and chromatin data, in systemic evaluations MAGICAL achieved high accuracy on circuit prediction at cell-type resolution. We applied MAGICAL to study Staphylococcus aureus sepsis from peripheral blood mononuclear single cell data that we generated from infected subjects and healthy uninfected controls. MAGICAL identified sepsis-associated regulatory circuits predominantly in CD14 monocytes, known to be sepsis activated. We addressed the challenging problem of distinguishing methicillin-resistant- (MRSA) and methicillin-sensitive Staphylococcus aureus (MSSA) infections, where differential expression analysis failed to show predictive value. MAGICAL, however, identified epigenetic circuit biomarkers that distinguished MRSA from MSSA.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_208	counts	0	401	4	161	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_14
