motif_name	tf
PUCHI(AP2EREBP)/colamp-PUCHI-DAP-Seq(GSE60143)/Homer	PUCHI
RAP21(AP2EREBP)/colamp-RAP21-DAP-Seq(GSE60143)/Homer	RAP21
Rap210(AP2EREBP)/col-Rap210-DAP-Seq(GSE60143)/Homer	RAP210
RAP211(AP2EREBP)/colamp-RAP211-DAP-Seq(GSE60143)/Homer	RAP211
RAP212(AP2EREBP)/col-RAP212-DAP-Seq(GSE60143)/Homer	RAP212
RAP26(AP2EREBP)/colamp-RAP26-DAP-Seq(GSE60143)/Homer	RAP26
RAV1(RAV)/colamp-RAV1-DAP-Seq(GSE60143)/Homer	RAV1
REF6(Zf)/Arabidopsis-REF6-ChIP-Seq(GSE106942)/Homer	REF6
REM16(ABI3VP1)/col-REM16-DAP-Seq(GSE60143)/Homer	REM16
REM19(REM)/colamp-REM19-DAP-Seq(GSE60143)/Homer	REM19
RIN(MADS)/Tomato-RIN-ChIP-Seq(GSE116581)/Homer	RIN
RKD2(RWPRK)/colamp-RKD2-DAP-Seq(GSE60143)/Homer	RKD2
Replumless(BLH)/Arabidopsis-RPL.GFP-ChIP-Seq(GSE78727)/Homer	RPL
RRTF1(AP2EREBP)/colamp-RRTF1-DAP-Seq(GSE60143)/Homer	RRTF1
RVE1(MYBrelated)/col-RVE1-DAP-Seq(GSE60143)/Homer	RVE1
SEP3(MADS)/Arabidoposis-Flower-Sep3-ChIP-Seq/Homer	SEP3
SGR5(C2H2)/colamp-SGR5-DAP-Seq(GSE60143)/Homer	SGR5
SHN3(AP2EREBP)/col-SHN3-DAP-Seq(GSE60143)/Homer	SHN3
SMB(NAC)/colamp-SMB-DAP-Seq(GSE60143)/Homer	SMB
SND2(NAC)/colamp-SND2-DAP-Seq(GSE60143)/Homer	SND2
SND3(NAC)/col-SND3-DAP-Seq(GSE60143)/Homer	SND3
SOC1(MADS)/Seedling-SOC1-ChIP-Seq(GSE45846)/Homer	SOC1
SOL1(CPP)/colamp-SOL1-DAP-Seq(GSE60143)/Homer	SOL1
SPCH(bHLH)/Seedling-SPCH-ChIP-Seq(GSE57497)/Homer	SPCH
SPL1(SBP)/colamp-SPL1-DAP-Seq(GSE60143)/Homer	SPL1
SPL11(SBP)/col100-SPL11-DAP-Seq(GSE60143)/Homer	SPL11
SPL13(SBP)/col-SPL13-DAP-Seq(GSE60143)/Homer	SPL13
SPL14(SBP)/col-SPL14-DAP-Seq(GSE60143)/Homer	SPL14
SPL15(SBP)/colamp-SPL15-DAP-Seq(GSE60143)/Homer	SPL15
SPL3(SBP)/colamp-SPL3-DAP-Seq(GSE60143)/Homer	SPL3
SPL5(SBP)/colamp-SPL5-DAP-Seq(GSE60143)/Homer	SPL5
SPL9(SBP)/colamp-SPL9-DAP-Seq(GSE60143)/Homer	SPL9
SRS7(SRS)/colamp-SRS7-DAP-Seq(GSE60143)/Homer	SRS7
STOP1(C2H2)/colamp-STOP1-DAP-Seq(GSE60143)/Homer	STOP1
STZ(C2H2)/colamp-STZ-DAP-Seq(GSE60143)/Homer	STZ
SVP(MADS)/col-SVP-DAP-Seq(GSE60143)/Homer	SVP
TAGL1(MADS)/Tomato-TAGL1-ChIP-Seq(GSE116581)/Homer	TAGL1
TBP3(MYBrelated)/col-TBP3-DAP-Seq(GSE60143)/Homer	TBP3
TCP1(TCP)/col-TCP1-DAP-Seq(GSE60143)/Homer	TCP1
TCP16(TCP)/colamp-TCP16-DAP-Seq(GSE60143)/Homer	TCP16
TCP17(TCP)/col-TCP17-DAP-Seq(GSE60143)/Homer	TCP17
TCP20(TCP)/col-TCP20-DAP-Seq(GSE60143)/Homer	TCP20
TCP3(TCP)/colamp-TCP3-DAP-Seq(GSE60143)/Homer	TCP3
TCP7(TCP)/col-TCP7-DAP-Seq(GSE60143)/Homer	TCP7
TCX2(CPP)/colamp-TCX2-DAP-Seq(GSE60143)/Homer	TCX2
TF3A(C2H2)/col-TF3A-DAP-Seq(GSE60143)/Homer	TF3A
TGA1(bZIP)/colamp-TGA1-DAP-Seq(GSE60143)/Homer	TGA1
TGA10(bZIP)/colamp-TGA10-DAP-Seq(GSE60143)/Homer	TGA10
TGA2(bZIP)/colamp-TGA2-DAP-Seq(GSE60143)/Homer	TGA2
TGA3(bZIP)/colamp-TGA3-DAP-Seq(GSE60143)/Homer	TGA3
TGA4(bZIP)/colamp-TGA4-DAP-Seq(GSE60143)/Homer	TGA4
TGA5(bZIP)/col-TGA5-DAP-Seq(GSE60143)/Homer	TGA5
TGA6(bZIP)/colamp-TGA6-DAP-Seq(GSE60143)/Homer	TGA6
TGA9(bZIP)/colamp-TGA9-DAP-Seq(GSE60143)/Homer	TGA9
TINY(AP2EREBP)/col-TINY-DAP-Seq(GSE60143)/Homer	TINY
TRP2(MYBrelated)/colamp-TRP2-DAP-Seq(GSE60143)/Homer	TRP2
TSO1(CPP)/col-TSO1-DAP-Seq(GSE60143)/Homer	TSO1
Unknown1/Arabidopsis-Promoters/Homer	UNKPRM
VIP1(bZIP)/col-VIP1-DAP-Seq(GSE60143)/Homer	VIP1
VND1(NAC)/col-VND1-DAP-Seq(GSE60143)/Homer	VND1
VND2(NAC)/col-VND2-DAP-Seq(GSE60143)/Homer	VND2
VND3(NAC)/colamp-VND3-DAP-Seq(GSE60143)/Homer	VND3
VND4(NAC)/colamp-VND4-DAP-Seq(GSE60143)/Homer	VND4
VND6(NAC)/col-VND6-DAP-Seq(GSE60143)/Homer	VND6
VRN1(ABI3VP1)/col-VRN1-DAP-Seq(GSE60143)/Homer	VRN1
WIP5(C2H2)/colamp-WIP5-DAP-Seq(GSE60143)/Homer	WIP5
WRKY11(WRKY)/col-WRKY11-DAP-Seq(GSE60143)/Homer	WRKY11
WRKY14(WRKY)/colamp-WRKY14-DAP-Seq(GSE60143)/Homer	WRKY14
WRKY15(WRKY)/col-WRKY15-DAP-Seq(GSE60143)/Homer	WRKY15
WRKY17(WRKY)/colamp-WRKY17-DAP-Seq(GSE60143)/Homer	WRKY17
WRKY18(WRKY)/col-WRKY18-DAP-Seq(GSE60143)/Homer	WRKY18
WRKY20(WRKY)/col-WRKY20-DAP-Seq(GSE60143)/Homer	WRKY20
WRKY21(WRKY)/colamp-WRKY21-DAP-Seq(GSE60143)/Homer	WRKY21
WRKY22(WRKY)/colamp-WRKY22-DAP-Seq(GSE60143)/Homer	WRKY22
WRKY24(WRKY)/colamp-WRKY24-DAP-Seq(GSE60143)/Homer	WRKY24
WRKY25(WRKY)/colamp-WRKY25-DAP-Seq(GSE60143)/Homer	WRKY25
WRKY26(WRKY)/colamp-WRKY26-DAP-Seq(GSE60143)/Homer	WRKY26
WRKY27(WRKY)/colamp-WRKY27-DAP-Seq(GSE60143)/Homer	WRKY27
WRKY28(WRKY)/col-WRKY28-DAP-Seq(GSE60143)/Homer	WRKY28
WRKY29(WRKY)/colamp-WRKY29-DAP-Seq(GSE60143)/Homer	WRKY29
WRKY3(WRKY)/col-WRKY3-DAP-Seq(GSE60143)/Homer	WRKY3
WRKY30(WRKY)/colamp-WRKY30-DAP-Seq(GSE60143)/Homer	WRKY30
WRKY31(WRKY)/colamp-WRKY31-DAP-Seq(GSE60143)/Homer	WRKY31
WRKY33(WRKY)/col-WRKY33-DAP-Seq(GSE60143)/Homer	WRKY33
WRKY40(WRKY)/colamp-WRKY40-DAP-Seq(GSE60143)/Homer	WRKY40
WRKY42(WRKY)/colamp-WRKY42-DAP-Seq(GSE60143)/Homer	WRKY42
WRKY43(WRKY)/colamp-WRKY43-DAP-Seq(GSE60143)/Homer	WRKY43
WRKY45(WRKY)/col-WRKY45-DAP-Seq(GSE60143)/Homer	WRKY45
WRKY46(WRKY)/colamp-WRKY46-DAP-Seq(GSE60143)/Homer	WRKY46
WRKY47(WRKY)/colamp-WRKY47-DAP-Seq(GSE60143)/Homer	WRKY47
WRKY50(WRKY)/col-WRKY50-DAP-Seq(GSE60143)/Homer	WRKY50
WRKY55(WRKY)/col-WRKY55-DAP-Seq(GSE60143)/Homer	WRKY55
WRKY6(WRKY)/colamp-WRKY6-DAP-Seq(GSE60143)/Homer	WRKY6
WRKY65(WRKY)/colamp-WRKY65-DAP-Seq(GSE60143)/Homer	WRKY65
WRKY7(WRKY)/colamp-WRKY7-DAP-Seq(GSE60143)/Homer	WRKY7
WRKY71(WRKY)/col-WRKY71-DAP-Seq(GSE60143)/Homer	WRKY71
WRKY75(WRKY)/col-WRKY75-DAP-Seq(GSE60143)/Homer	WRKY75
WRKY8(WRKY)/colamp-WRKY8-DAP-Seq(GSE60143)/Homer	WRKY8
WUS1(Homeobox)/colamp-WUS1-DAP-Seq(GSE60143)/Homer	WUS1
ZIM(C2C2gata)/col-ZIM-DAP-Seq(GSE60143)/Homer	ZIM
ZML1(C2C2gata)/colamp-ZML1-DAP-Seq(GSE60143)/Homer	ZML1
ZML2(C2C2gata)/col-ZML2-DAP-Seq(GSE60143)/Homer	ZML2
CELF2(RRM)/JSL1-CELF2-CLIP-Seq(GSE71264)/Homer	CELF2
HuR(?)/HEK293-HuR-CLIP-Seq(GSE87887)/Homer	HUR
PABPC1(?)/MEL-PABC1-CLIP-Seq(GSE69755)/Homer	PABPC1
polyAsite/CPSF/Homer	POLYA
RBFox2(?)/Heart-RBFox2-CLIP-Seq(GSE57926)/Homer	RBFOX2
SpliceAcceptor/Homer	SPLICEACCEPTOR
SpliceDonor/U1snRNP/Homer	SPLICEDONOR
CES-1(Homeobox)/cElegans-L1-CES1-ChIP-Seq(modEncode)/Homer	CES1
DPL-1(E2F)/cElegans-Adult-ChIP-Seq(modEncode)/Homer	DPL1
EFL-1(E2F)/cElegans-L1-EFL1-ChIP-Seq(modEncode)/Homer	EFL1
EGL-5(Homeobox)/cElegans-L3-EGL5-ChIP-Seq(modEncode)/Homer	EGL5
ELT-3(Gata)/cElegans-L1-ELT3-ChIP-Seq(modEncode)/Homer	ELT3
GEI-11(Myb?)/cElegans-L4-GEI11-ChIP-Seq(modEncode)/Homer	GEI11
HLH-1(bHLH)/cElegans-Embryo-HLH1-ChIP-Seq(modEncode)/Homer	HLH1
LIN-15B(Zf)/cElegans-L3-LIN15B-ChIP-Seq(modEncode)/Homer	LIN15B
LIN-39(Homeobox)/cElegans.L3-LIN39-ChIP-Seq(modEncode)/Homer	LIN39
PHA-4(Forkhead)/cElegans-Embryos-PHA4-ChIP-Seq(modEncode)/Homer	PHA4
PQM-1(?)/cElegans-L3-ChIP-Seq(modEncode)/Homer	PQM1
Cbf1(bHLH)/Yeast-Cbf1-ChIP-Seq(GSE29506)/Homer	CBF1
GAGA-repeat/SacCer-Promoters/Homer	GAGA-REPEAT
Pho2(bHLH)/Yeast-Pho2-ChIP-Seq(GSE29506)/Homer	PHO2
Pho4(bHLH)/Yeast-Pho4-ChIP-Seq(GSE29506)/Homer	PHO4
REB1/SacCer-Promoters/Homer	REB1
RLR1?/SacCer-Promoters/Homer	RLR1
SFP1/SacCer-Promoters/Homer	SFP1
SUT1?/SacCer-Promoters/Homer	SUT1
TOD6?/SacCer-Promoters/Homer	TOD6
p53(p53)/Saos-p53-ChIP-Seq/Homer	P53
Unknown-ESC-element(?)/mES-Nanog-ChIP-Seq(GSE11724)/Homer	NANOG
