meta_id	trait	mesh_term	mesh_id	sample_size	n_case	n_control	popu	author	pmid	year	n_blocks	n_variants	n_sig	url	note
OT325	Body Mass Index (female)	Body Mass Index	D015992	434794			EUR	Yengo L	30239722	2018	440	12055650	27584	https://github.com/lindgrengroup/fatdistnGWAS	
GD00306	pulse pressure measurement	Blood Pressure	D001794	757601			UKB	Evangelou E	30224653	2018	510	7082093	60316	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006629	
AT717	Arm predicted mass (left)	Body Fat Distribution	D050218	452264			UKB	Roslin Institute	30349118	2018	722	9124375	93119	http://geneatlas.roslin.ed.ac.uk/	
FG00841	Whole body water mass	Body Water	D001834	448361			UKB	Longda Jiang	31768069	2019	703	8529478	114111	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/23102.v1.1.fastGWA.gz	
BE400	Impedance of leg (left)	Plethysmography, Impedance	D010992	354811			UKB	Nealelab	Nealelab	2018	471	10816229	60992	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859691	
FG00868	Wheeze or whistling in the chest in last year	Respiratory System Abnormalities	D015619	447600	93869.0	353731.0	UKB	Longda Jiang	31768069	2019	44	8528399	8010	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/2316.v1.1.fastGWA.gz	
FG01810	Lymphocyte count	Hematopoiesis	D006410	441938			UKB	Longda Jiang	31768069	2019	477	8529480	89015	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/30120.v1.1.fastGWA.gz	
FG01898	Heel bone mineral density (BMD) T-score, automated (left)	Bone Density	D015519	143882			UKB	Longda Jiang	31768069	2019	215	8518485	27748	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/4106.v1.1.fastGWA.gz	
GD01127	mean platelet volume	Hematopoiesis	D006410	408112			UKB	Vuckovic D	32888494	2020	548	41060535	172182	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002395	
FG00872	Hair/balding pattern: Pattern 1	Pattern Recognition, Automated	D010363	207036	66172.0	140864.0	UKB	Longda Jiang	31768069	2019	223	8523104	32628	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/2395_1.v1.1.fastGWA.gz	
BE380	Arm predicted mass (left)	Body Fat Distribution	D050218	354653			UKB	Nealelab	Nealelab	2018	551	10816226	74131	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859671	
GD00790	testosterone measurement	Testosterone	D013739	194453			UKB	Ruth KS	32042192	2020	205	16501163	39071	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012113	
BE265	Corneal resistance factor (left)	Intraocular Pressure	D007429	76510			UKB	Nealelab	Nealelab	2018	102	10816225	8616	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859556	
GA061	Processed meat intake	Energy Intake	D002149	385801			UKB	CTGLAB	31427789	2019	382	10598617	3285	https://atlas.ctglab.nl/	
GD01116	hemoglobin measurement	Hematopoiesis	D006410	408112			UKB	Vuckovic D	32888494	2020	494	41069808	109520	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002384	
BE231	6mm weak meridian (left)	Optometry	D009907	65551			UKB	Nealelab	Nealelab	2018	159	10816229	11155	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859522	
FG01899	Heel bone mineral density (BMD) T-score, automated (right)	Bone Density	D015519	143828			UKB	Longda Jiang	31768069	2019	218	8518566	29053	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/4125.v1.1.fastGWA.gz	
GD00388	Depressive symptoms	Brain	D001921	1067913			UKB	Baselmans BML	30643256	2019	138	4981317	9396	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007340	
AT493	diabetes	Diet, Diabetic	D003927	452264	21105.0	431159.0	UKB	Roslin Institute	30349118	2018	79	9124363	6703	http://geneatlas.roslin.ed.ac.uk/	
FG00878	Diabetes diagnosed by doctor	Diabetes Mellitus	D003920	455017	21969.0	433048.0	UKB	Longda Jiang	31768069	2019	82	8526810	10200	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/2443.v1.1.fastGWA.gz	
OT328	Waist-hip ratio (female)	Waist-Hip Ratio	D049629	381152			EUR	Yengo L	30239722	2018	291	12057761	25594	https://github.com/lindgrengroup/fatdistnGWAS	
AT754	Water intake	Drinking	D004326	452264			UKB	Roslin Institute	30349118	2018	55	9124380	5510	http://geneatlas.roslin.ed.ac.uk/	
FG02035	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: PHESANT recoding	Emphysema	D004646	455449	309586.0	145863.0	UKB	Longda Jiang	31768069	2019	162	8529252	28385	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/6152_100.v1.1.fastGWA.gz	
GD00465	General factor of neuroticism	Neuroticism	D000075384	270059			UKB	Hill WD	30867560	2019	59	18174056	6680	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007709	
BE235	6mm strong meridian (left)	Optometry	D009907	65551			UKB	Nealelab	Nealelab	2018	150	10816230	10002	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859526	
FG01797	White blood cell (leukocyte) count	Leukocyte Count	D007958	442723			UKB	Longda Jiang	31768069	2019	487	8529361	85097	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/30000.v1.1.fastGWA.gz	
GD00791	testosterone measurement	Testosterone	D013739	425097			UKB	Ruth KS	32042192	2020	215	16500211	31415	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012114	
AT695	Monocyte percentage	Leukocyte Count	D007958	452264			UKB	Roslin Institute	30349118	2018	407	9124207	60087	http://geneatlas.roslin.ed.ac.uk/	
GD00812	Serum 25-Hydroxyvitamin D levels	Vitamin D	D014807	417580			UKB	Revez JA	32242144	2020	122	8544939	16430	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90000001-GCST90001000/GCST90000617	
BE402	Impedance of leg (right)	Plethysmography, Impedance	D010992	354817			UKB	Nealelab	Nealelab	2018	468	10816229	59622	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859693	
FG03083	Hearing difficulty/problems with background noise	Hearing Disorders	D006311	447071	169279.0	277792.0	UKB	Longda Jiang	34737426	2021	44	11842206	5985	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/2257.v1.0.fastGWA.gz	
GA280	Impedance measures - Arm fat mass (left)	Body Fat Distribution	D050218	379663			UKB	CTGLAB	31427789	2019	361	10589159	28147	https://atlas.ctglab.nl/	
GD00372	heel bone mineral density	Bone Density	D015519	426824			EUR	Morris JA	30598549	2018	589	13694653	103146	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006979	
FG01930	Hand grip strength (right)	Hand Strength	D018737	454473			UKB	Longda Jiang	31768069	2019	231	8529819	22268	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/47.v1.1.fastGWA.gz	
FG03495	Hair colour (natural, before greying): Black	Hair Color	D006200	455164	20700.0	434464.0	UKB	Longda Jiang	34737426	2021	71	11842399	13951	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/1747_5.v1.0.fastGWA.gz	
FG03084	Hair colour (natural, before greying): Dark brown	Hair Color	D006200	455164	171614.0	283550.0	UKB	Longda Jiang	34737426	2021	151	11841610	31456	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/1747_4.v1.0.fastGWA.gz	
FG02039	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema	Rhinitis, Allergic, Seasonal	D006255	455449	104559.0	350890.0	UKB	Longda Jiang	31768069	2019	163	8529103	25029	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/6152_9.v1.1.fastGWA.gz	
GD01042	Red blood cell count	Interleukin-7	D015851	150708			EAS	Chen MH	32888493	2020	99	15604151	10798	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002364	
FG01811	Monocyte count	Leukocyte Count	D007958	441938			UKB	Longda Jiang	31768069	2019	444	8529308	85011	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/30130.v1.1.fastGWA.gz	
FG03506	Bread type: Other type of bread	Bread	D001939	440084	18585.0	421499.0	UKB	Longda Jiang	34737426	2021	10	11842422	5387	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/1448_4.v1.0.fastGWA.gz	
FG03590	Treatment/medication code: ventolin 100micrograms inhaler	Self Care	D012648	456276	13081.0	443195.0	UKB	Longda Jiang	34737426	2021	25	11842474	7133	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/20003_1140861998.v1.0.fastGWA.gz	
FG03726	Medication for cholesterol, blood pressure or diabetes: Insulin	Blood Pressure	D001794	206655	2851.0	203804.0	UKB	Longda Jiang	34737426	2021	13	11842407	8865	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/6177_3.v1.0.fastGWA.gz	
GD01110	leukocyte count	Genetics, Medical	D005826	408112			UKB	Vuckovic D	32888494	2020	556	41071482	132661	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002407	
FG03820	Treatment/medication code: insulin product	Insulin	D007328	456276	4469.0	451807.0	UKB	Longda Jiang	34737426	2021	16	11842539	15959	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/20003_1140883066.v1.0.fastGWA.gz	
PA00128	SHBG	Sex hormone-binding globulin	D012738	7643			UKB	Pan-UKB team	Pan-UKB	2022	3	15950743	1186	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30830-both_sexes-irnt.tsv.bgz	
FG01933	Waist circumference	Waist Circumference	D055105	455545			UKB	Longda Jiang	31768069	2019	457	8530323	42957	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/48.v1.1.fastGWA.gz	
GD01893	HLA DR on CD14+ CD16+ monocyte	Autoimmunity	D015551	3618			EUR	Orrù V	32929287	2020	7	16740381	5839	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002007	
PA00590	Alkaline phosphatase	Alkaline Phosphatase	D000469	400988			UKB	Pan-UKB team	Pan-UKB	2022	587	23861460	106841	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30610-both_sexes-irnt.tsv.bgz	
PA00593	Apolipoprotein B	Apolipoproteins B	D001055	399003			UKB	Pan-UKB team	Pan-UKB	2022	256	23861453	47721	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30640-both_sexes-irnt.tsv.bgz	
FG02042	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication	Self Care	D012648	246170	42730.0	203440.0	UKB	Longda Jiang	31768069	2019	124	8524013	7989	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/6153_2.v1.1.fastGWA.gz	
GD02110	Chronic obstructive pulmonary disease x current smoker interaction (main effect)	Pulmonary Disease, Chronic Obstructive	D029424	200766	21077.0	179689.0	UKB	Kim W	33106845	2020	50	9885676	6573	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90016001-GCST90017000/GCST90016591	no MAF
BE382	Arm fat mass (left)	Body Fat Distribution	D050218	354673			UKB	Nealelab	Nealelab	2018	428	10816229	40614	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859673	
FG03120	Hair/balding pattern: Pattern 1	Pattern Recognition, Automated	D010363	207036	66172.0	140864.0	UKB	Longda Jiang	34737426	2021	221	11842203	29752	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/2395_1.v1.0.fastGWA.gz	
PA00604	IGF-1	Insulin-Like Growth Factor I	D007334	398797			UKB	Pan-UKB team	Pan-UKB	2022	636	23861446	124612	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30770-both_sexes-irnt.tsv.bgz	
FG02046	Medication for pain relief, constipation, heartburn: PHESANT recoding	Heartburn	D006356	451068	249433.0	201635.0	UKB	Longda Jiang	31768069	2019	40	8529010	9508	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/6154_100.v1.1.fastGWA.gz	
GA000	Waist circumference	Waist Circumference	D055105	385932			UKB	CTGLAB	31427789	2019	357	10598643	25630	https://atlas.ctglab.nl/	
FG02117	Heel bone mineral density (BMD) T-score, automated	Bone Density	D015519	262294			UKB	Longda Jiang	31768069	2019	373	8524905	62412	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/78.v1.1.fastGWA.gz	
GD01077	White blood cell count	Interleukin-7	D015851	562243			EUR	Chen MH	32888493	2020	645	47599387	141419	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002374	
FG00842	Basal metabolic rate	Basal Metabolism	D001481	448348			UKB	Longda Jiang	31768069	2019	714	8529516	107903	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/23105.v1.1.fastGWA.gz	
AT719	Arm fat mass (left)	Body Fat Distribution	D050218	452264			UKB	Roslin Institute	30349118	2018	504	9124371	51585	http://geneatlas.roslin.ed.ac.uk/	
FG01800	Haematocrit percentage	Erythrocyte Indices	D004909	442728			UKB	Longda Jiang	31768069	2019	401	8529295	67919	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/30030.v1.1.fastGWA.gz	
AT698	Basophill percentage	Leukocyte Count	D007958	452264			UKB	Roslin Institute	30349118	2018	118	9124367	11516	http://geneatlas.roslin.ed.ac.uk/	
BE320	Heel bone mineral density (BMD) T-score, automated	Bone Density	D015519	206589			UKB	Nealelab	Nealelab	2018	312	10816171	52373	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859611	
FG03137	Vascular/heart problems diagnosed by doctor: PHESANT recoding	Heart Diseases	D006331	455303	320315.0	134988.0	UKB	Longda Jiang	34737426	2021	291	11842191	28394	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/6150_100.v1.0.fastGWA.gz	
AT703	White blood cell (leukocyte) count	Leukocyte Count	D007958	452264			UKB	Roslin Institute	30349118	2018	496	9124253	71580	http://geneatlas.roslin.ed.ac.uk/	
FG01944	Standing height	Body Height	D001827	455332			UKB	Longda Jiang	31768069	2019	891	8530144	246108	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/50.v1.1.fastGWA.gz	
BE403	Basal metabolic rate	Basal Metabolism	D001481	354825			UKB	Nealelab	Nealelab	2018	589	10816230	85042	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859694	
BE384	Arm predicted mass (right)	Body Fat Distribution	D050218	354726			UKB	Nealelab	Nealelab	2018	535	10816227	76357	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859675	
PA00594	Aspartate aminotransferase	Aspartate Aminotransferases	D001219	399482			UKB	Pan-UKB team	Pan-UKB	2022	394	23861445	83430	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30650-both_sexes-irnt.tsv.bgz	
FG00856	Arm fat percentage (right)	Body Fat Distribution	D050218	448266			UKB	Longda Jiang	31768069	2019	504	8529561	51150	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/23119.v1.1.fastGWA.gz	
FG01812	Neutrophill count	Leukocyte Count	D007958	441938			UKB	Longda Jiang	31768069	2019	405	8529289	78041	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/30140.v1.1.fastGWA.gz	
GD01117	reticulocyte count	Hematopoiesis	D006410	408112			UKB	Vuckovic D	32888494	2020	513	41060985	135821	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002385	
FG02527	Disorders of iron metabolism	Iron Metabolism Disorders	D019189	456348	643.0	455705.0	UKB	Longda Jiang	34737426	2021	10	11842590	13876	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/275.1_PheCode.v1.0.fastGWA.gz	
FG02792	Synoviopathy	Osteoarthritis	D010003	456348	227.0	456121.0	UKB	Longda Jiang	34737426	2021	1	11842621	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/726.2_PheCode.v1.0.fastGWA.gz	
FG03156	Qualifications: A levels/AS levels or equivalent	Diagnostic Reference Levels	D000082162	451597	121822.0	329775.0	UKB	Longda Jiang	34737426	2021	105	11842258	9695	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/6138_2.v1.0.fastGWA.gz	
FG03040	Mood swings	Mood Disorders	D019964	445274	201373.0	243901.0	UKB	Longda Jiang	34737426	2021	65	11842144	6936	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/1920.v1.0.fastGWA.gz	
FG03065	Fed-up feelings	Personality	D010551	446742	181740.0	265002.0	UKB	Longda Jiang	34737426	2021	72	11842278	7595	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/1960.v1.0.fastGWA.gz	
FG01803	Mean corpuscular haemoglobin	Erythrocyte Indices	D004909	442725			UKB	Longda Jiang	31768069	2019	438	8528972	104331	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/30050.v1.1.fastGWA.gz	
BE427	Body mass index (BMI)	Body Mass Index	D015992	359983			UKB	Nealelab	Nealelab	2018	470	10816229	50281	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859718	
AT728	Leg fat percentage (left)	Body Fat Distribution	D050218	452264			UKB	Roslin Institute	30349118	2018	560	9124384	53531	http://geneatlas.roslin.ed.ac.uk/	
FG03189	Trouble falling asleep	Insomnia	D007319	57215	43474.0	13741.0	UKB	Longda Jiang	34737426	2021	1	11841917	125	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/20533.v1.0.fastGWA.gz	
FG03209	Medication for pain relief, constipation, heartburn: Paracetamol	Self Care	D012648	451068	99397.0	351671.0	UKB	Longda Jiang	34737426	2021	26	11842209	7297	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/6154_3.v1.0.fastGWA.gz	
PA00630	Mood swings	Mood Disorders	D019964	410520	185534.0	224986.0	UKB	Pan-UKB team	Pan-UKB	2022	67	23861475	7844	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1920-both_sexes-1920.tsv.bgz	
FG03268	Qualifications: PHESANT recoding	Education, Professional	D004517	451597	78851.0	372746.0	UKB	Longda Jiang	34737426	2021	136	11842359	8655	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/6138_100.v1.0.fastGWA.gz	
PA00641	Non-cancer illness code, self-reported: asthma	Asthma	D001249	420473	48865.0	371608.0	UKB	Pan-UKB team	Pan-UKB	2022	100	23861536	27876	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1111.tsv.bgz	
FG03328	Started insulin within one year diagnosis of diabetes	Diagnosis	D003933	20892	2551.0	18341.0	UKB	Longda Jiang	34737426	2021	13	11840035	14487	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/2986.v1.0.fastGWA.gz	
PA00648	Treatment/medication code: ventolin 100micrograms inhaler	Self Care	D012648	420473	12163.0	408310.0	UKB	Pan-UKB team	Pan-UKB	2022	22	23852663	9923	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140861998.tsv.bgz	
FG00857	Arm fat mass (right)	Body Fat Distribution	D050218	448234			UKB	Longda Jiang	31768069	2019	546	8529824	59091	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/23120.v1.1.fastGWA.gz	
PA00667	Operation code: tonsillectomy +/- adenoids	Tonsillectomy	D014068	420473	65576.0	354897.0	UKB	Pan-UKB team	Pan-UKB	2022	82	23861542	10122	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1478.tsv.bgz	
FG01817	Monocyte percentage	Leukocyte Count	D007958	441944			UKB	Longda Jiang	31768069	2019	393	8529207	72344	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/30190.v1.1.fastGWA.gz	
AT675	Smoking status	Smoking	D012907	452264			UKB	Roslin Institute	30349118	2018	156	9124370	9413	http://geneatlas.roslin.ed.ac.uk/	
PA00697	Long-standing illness, disability or infirmity	Health Status	D006304	410657	134075.0	276582.0	UKB	Pan-UKB team	Pan-UKB	2022	36	23861524	9381	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-2188-both_sexes-2188.tsv.bgz	
BE385	Arm fat-free mass (right)	Body Fat Distribution	D050218	354732			UKB	Nealelab	Nealelab	2018	539	10816229	76092	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859676	
PA00595	Calcium	Calcium	D002118	367050			UKB	Pan-UKB team	Pan-UKB	2022	306	23861286	37244	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30680-both_sexes-irnt.tsv.bgz	
PA00700	Wheeze or whistling in the chest in last year	Respiratory System Abnormalities	D015619	412753	86595.0	326158.0	UKB	Pan-UKB team	Pan-UKB	2022	46	23861498	11099	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-2316-both_sexes-2316.tsv.bgz	
FG00843	Impedance of whole body	Plethysmography, Impedance	D010992	448314			UKB	Longda Jiang	31768069	2019	630	8529592	92115	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/23106.v1.1.fastGWA.gz	
PA00832	Neuroticism score	Neuroticism	D000075384	341239			UKB	Pan-UKB team	Pan-UKB	2022	116	23861069	14655	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20127-both_sexes-irnt.tsv.bgz	
GD00440	forced expiratory volume	Lung	D008168	321047			EUR	Shrine N	30804560	2019	316	19739289	37207	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007432	
BE405	Whole body water mass	Body Water	D001834	354834			UKB	Nealelab	Nealelab	2018	584	10816225	91974	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859696	
PA00702	Diabetes diagnosed by doctor	Diabetes Mellitus	D003920	419377	20294.0	399083.0	UKB	Pan-UKB team	Pan-UKB	2022	76	23861538	13823	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-2443-both_sexes-2443.tsv.bgz	
PA00857	Impedance of leg (right)	Plethysmography, Impedance	D010992	413169			UKB	Pan-UKB team	Pan-UKB	2022	736	23861529	100663	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23107-both_sexes-irnt.tsv.bgz	
PA00762	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: None of the above	Emphysema	D004646	419768	285088.0	134680.0	UKB	Pan-UKB team	Pan-UKB	2022	165	23861548	33159	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-6152-both_sexes-100.tsv.bgz	
PA00833	Forced expiratory volume in 1-second (FEV1), predicted	Forced Expiratory Volume	D005541	137532			UKB	Pan-UKB team	Pan-UKB	2022	502	23851615	67591	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20153-both_sexes-irnt.tsv.bgz	
PA00605	LDL direct	Cholesterol, LDL	D008078	400223			UKB	Pan-UKB team	Pan-UKB	2022	223	23861457	43410	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30780-both_sexes-irnt.tsv.bgz	
PA00704	Taking other prescription medications	Prescription Drug Misuse	D063487	419181	197435.0	221746.0	UKB	Pan-UKB team	Pan-UKB	2022	33	23861535	10237	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-2492-both_sexes-2492.tsv.bgz	
PA00591	Alanine aminotransferase	Alanine Transaminase	D000410	400822			UKB	Pan-UKB team	Pan-UKB	2022	329	23861460	46865	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30620-both_sexes-irnt.tsv.bgz	
AT730	Leg predicted mass (right)	Body Fat Distribution	D050218	452264			UKB	Roslin Institute	30349118	2018	737	9124390	94932	http://geneatlas.roslin.ed.ac.uk/	
PA00758	Vascular/heart problems diagnosed by doctor: None of the above	Social Problems	D012940	419624	294811.0	124813.0	UKB	Pan-UKB team	Pan-UKB	2022	275	23861541	29870	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-6150-both_sexes-100.tsv.bgz	
GD01111	basophil count	Leukocyte Count	D007958	408112			UKB	Vuckovic D	32888494	2020	207	41064864	32940	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002379	
PA00763	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Asthma	Asthma	D001249	419768	48560.0	371208.0	UKB	Pan-UKB team	Pan-UKB	2022	101	23854131	28022	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-6152-both_sexes-8.tsv.bgz	
FG00858	Arm fat-free mass (right)	Body Fat Distribution	D050218	448230			UKB	Longda Jiang	31768069	2019	666	8529398	96672	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/23121.v1.1.fastGWA.gz	
FG01822	Reticulocyte percentage	Reticulocyte Count	D017701	435490			UKB	Longda Jiang	31768069	2019	378	8529215	79111	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/30240.v1.1.fastGWA.gz	
PA00596	Cholesterol	Cholesterol	D002784	400963			UKB	Pan-UKB team	Pan-UKB	2022	280	23861450	56004	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30690-both_sexes-irnt.tsv.bgz	
PA00764	Medication for pain relief, constipation, heartburn: None of the above	Heartburn	D006356	415773	229594.0	186179.0	UKB	Pan-UKB team	Pan-UKB	2022	39	23861522	10965	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-6154-both_sexes-100.tsv.bgz	
PA00879	Trunk predicted mass	Body Size	D049628	412802			UKB	Pan-UKB team	Pan-UKB	2022	948	23861532	160638	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23130-both_sexes-irnt.tsv.bgz	
PA00606	Phosphate	Phosphates	D010710	366484			UKB	Pan-UKB team	Pan-UKB	2022	248	23861272	29722	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30810-both_sexes-irnt.tsv.bgz	
