meta_id	trait	mesh_term	mesh_id	sample_size	n_case	n_control	popu	author	pmid	year	n_blocks	n_variants	n_sig	url	note	index	trait_abbr	trait_code
MR10086	Total concentration of lipoprotein particles	Elementary Particles	D004601	115078			UKB	Borges CM	IEU-UKB	2020	65	12158587	9207	https://gwas.mrcieu.ac.uk/files/met-d-Total_P/met-d-Total_P.vcf.gz		11141	TCOLP_MR10086	CAUSALdb_TCOLP_MR10086_11141
GCST90029009	Waist-hip ratio	Waist-Hip Ratio	D049629	502773			UKB	Loh PR	29892013	2018	394	11956689	45309	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90029001-GCST900210000/GCST90029009		11142	WHR_GCST90029009	CAUSALdb_WHR_GCST90029009_11142
FG03030	Taking other prescription medications	Prescription Drug Misuse	D063487	454793	213640.0	241153.0	UKB	Longda Jiang	34737426	2021	30	11842397	6998	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/2492.v1.0.fastGWA.gz		11143	TOPM_FG03030	CAUSALdb_TOPM_FG03030_11143
F901802	Systemic connective tissue disorders	Connective Tissue	D003238	377277	11744.0	365533.0	EUR	Kurki MI	36653562	2023	21	20014296	7814	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_M13_SYSTCONNECT.gz		11144	SCTD_F901802	CAUSALdb_SCTD_F901802_11144
AT181	L03 Cellulitis	Cellulitis	D002481	452264	7831.0	444433.0	UKB	Roslin Institute	30349118	2018	2	9124368	26	http://geneatlas.roslin.ed.ac.uk/		11145	LC_AT181	CAUSALdb_LC_AT181_11145
PE01805	Hair/balding pattern: Pattern 2	Hair	D006197	191438	44177.0	147261.0	UKB	Pan-UKB team	Pan-UKB	2022	57	23857461	7651	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-2395-both_sexes-2.tsv.bgz		11146	HBPP_PE01805	CAUSALdb_HBPP_PE01805_11146
AT034	hypothyroidism/myxoedema	Hypothyroidism	D007037	452264	22141.0	430123.0	UKB	Roslin Institute	30349118	2018	142	9124350	23013	http://geneatlas.roslin.ed.ac.uk/		11147	HM_AT034	CAUSALdb_HM_AT034_11147
OT228	Type 2 Diabetes	Diabetes Mellitus, Type 2	D003924	159208	26676.0	132532.0	EUR	DIAGRAM	28566273	2017	40	11739091	1788	http://diagram-consortium.org/index.html	no MAF	11148	TD_OT228	CAUSALdb_TD_OT228_11148
MR16257	Albumin	Serum Albumin	D012709	115060			UKB	Borges CM	IEU-UKB	2020	34	12157991	2440	https://gwas.mrcieu.ac.uk/files/met-d-Albumin/met-d-Albumin.vcf.gz		11149	Albumin_MR16257	CAUSALdb_Albumin_MR16257_11149
GD01811	HLA DR++ monocyte %monocyte	HLA-DR Antigens	D006684	3595			EUR	Orrù V	32929287	2020	4	16899108	2561	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001475		11150	HDMM_GD01811	CAUSALdb_HDMM_GD01811_11150
FG02076	Pain type(s) experienced in last month: PHESANT recoding	Pain	D010146	455272	182205.0	273067.0	UKB	Longda Jiang	31768069	2019	36	8529363	1634	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/6159_100.v1.1.fastGWA.gz		11151	PTSEILMPR_FG02076	CAUSALdb_PTSEILMPR_FG02076_11151
GA261	Impedance measures - Basal metabolic rate	Basal Metabolism	D001481	379821			UKB	CTGLAB	31427789	2019	646	10589225	68699	https://atlas.ctglab.nl/		11152	IMBMR_GA261	CAUSALdb_IMBMR_GA261_11152
AT436	M72 Fibroblastic disorders	Fibromatosis, Plantar	D000071380	452264	4321.0	447943.0	UKB	Roslin Institute	30349118	2018	39	9124354	2550	http://geneatlas.roslin.ed.ac.uk/		11153	MFD_AT436	CAUSALdb_MFD_AT436_11153
PE04161	Home location - north co-ordinate (rounded)	Housing	D006798	420525			UKB	Pan-UKB team	Pan-UKB	2022	353	23861554	969	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22704-both_sexes-irnt.tsv.bgz		11154	HLNCOR_PE04161	CAUSALdb_HLNCOR_PE04161_11154
BE003	K40 Inguinal hernia	Hernia, Inguinal	D006552	361194	13147.0	348047.0	UKB	Nealelab	Nealelab	2018	27	10816229	1946	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859294		11155	KIH_BE003	CAUSALdb_KIH_BE003_11155
PH023	Hemoglobin concentration	Hemoglobins	D006454	173480			UKB	Astle WJ	27863252	2016	145	10878045	30464	http://www.bloodcellgenetics.org/	no MAF	11156	HC_PH023	CAUSALdb_HC_PH023_11156
PA01085	Osteoarthritis; localized	Osteoarthritis	D010003	406142	21684.0	384458.0	UKB	Pan-UKB team	Pan-UKB	2022	15	23861479	3662	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-740.1-both_sexes.tsv.bgz		11157	OL_PA01085	CAUSALdb_OL_PA01085_11157
GCST90038689	Atrial fibrillation	Atrial Fibrillation	D001281	484598	3537.0	481061.0	UKB	Dönertaş HM	33959723	2021	14	9838167	1020	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90038001-GCST90039000/GCST90038689		11158	AF_GCST90038689	CAUSALdb_AF_GCST90038689_11158
MR36943	Treatment/medication code: amlodipine	Self Care	D012648	462933	18713.0	444220.0	UKB	Ben Elsworth	IEU-UKB	2018	26	6805892	1085	https://gwas.mrcieu.ac.uk/files/ukb-b-9207/ukb-b-9207.vcf.gz		11159	TMCA_MR36943	CAUSALdb_TMCA_MR36943_11159
CA152	Vitiligo	Vitiligo	D014820	40258	2853.0	37405.0	EUR	Jin Y	27723757	2016	43	7646305	11123	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/JinY_27723757_GCST004785		11160	Vitiligo_CA152	CAUSALdb_Vitiligo_CA152_11160
F900934	Use of antiglaucoma preparations and miotics	Antiglaucoma Agents	D000089502	360724	2349.0	358375.0	EUR	Kurki MI	36653562	2023	7	20014002	155	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H7_GLAUCOMAMEDICATION.gz		11161	UOAPAM_F900934	CAUSALdb_UOAPAM_F900934_11161
FG00421	Forced expiratory volume in 1-second (FEV1), predicted percentage	Forced Expiratory Volume	D005541	147479			UKB	Longda Jiang	31768069	2019	100	8521773	16190	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/20154.v1.1.fastGWA.gz		11162	FEVISFPP_FG00421	CAUSALdb_FEVISFPP_FG00421_11162
PE04105	Frequency of unenthusiasm / disinterest in last 2 weeks	Emotions	D004644	406840			UKB	Pan-UKB team	Pan-UKB	2022	59	23861488	1978	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-2060-both_sexes.tsv.bgz		11163	FOUDILW_PE04105	CAUSALdb_FOUDILW_PE04105_11163
GD01515	IgD on unswitched memory B cell	Chemokines	D018925	3636			EUR	Orrù V	32929287	2020	10	16756459	1394	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001826		11164	IOUMBC_GD01515	CAUSALdb_IOUMBC_GD01515_11164
GD01063	Mean corpuscular volume	Erythrocyte Indices	D004909	121047			EAS	Chen MH	32888493	2020	120	15180708	14393	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002335		11165	MCV_GD01063	CAUSALdb_MCV_GD01063_11165
MR12931	Eye problems/disorders: None of the above	Eye	D005123	150642	117423.0	33219.0	UKB	Ben Elsworth	IEU-UKB	2018	3	9103027	105	https://gwas.mrcieu.ac.uk/files/ukb-b-2506/ukb-b-2506.vcf.gz		11166	EPDNOTA_MR12931	CAUSALdb_EPDNOTA_MR12931_11166
FG01776	Birth weight of first child	Birth Weight	D001724	197521			UKB	Longda Jiang	31768069	2019	71	8523727	4313	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/2744.v1.1.fastGWA.gz		11167	BWOFC_FG01776	CAUSALdb_BWOFC_FG01776_11167
GD00386	Positive affect	Brain	D001921	410603			UKB	Baselmans BML	30643256	2019	115	4981494	6306	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007338		11168	PA_GD00386	CAUSALdb_PA_GD00386_11168
CA140	Birth weight eur	Birth Weight	D001724	134323			UKB	Horikoshi M	27680694	2016	54	10972549	2277	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HorikoshiM_27680694_GCST005146/BW3_EUR_summary_stats.txt.gz		11169	BWE_CA140	CAUSALdb_BWE_CA140_11169
PH061	IgA deficiency	IgA Deficiency	D017098	6487	1635.0	4852.0	EUR	Bronson PG	27723758	2016	16	8748573	18371	https://www.ebi.ac.uk/gwas/downloads/summary-statistics	no MAF	11170	ID_PH061	CAUSALdb_ID_PH061_11170
PE00122	Alcohol usually taken with meals	Alcohol Drinking	D000428	214223	143760.0	70463.0	UKB	Pan-UKB team	Pan-UKB	2022	26	23858836	1690	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1618-both_sexes-1618.tsv.bgz		11171	AUTWM_PE00122	CAUSALdb_AUTWM_PE00122_11171
GCST90019499	C-reactive protein levels	C-Reactive Protein	D002097	355127			UKB	Sinnott-Armstrong N	33462484	2021	239	9588172	39945	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90019001-GCST900110000/GCST90019499	no MAF	11172	CRPL_GCST90019499	CAUSALdb_CRPL_GCST90019499_11172
FG00871	Relative age voice broke	Voice Disorders	D014832	192900			UKB	Longda Jiang	31768069	2019	36	8522272	5031	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/2385.v1.1.fastGWA.gz		11173	RAVB_FG00871	CAUSALdb_RAVB_FG00871_11173
CA184	Alzheimer's disease stage 1	Alzheimer Disease	D000544	54162	17008.0	37154.0	EUR	IGAP	24162737	2013	13	7055498	1061	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/LambertJC_24162737_GCST002245/IGAP_summary_statistics.zip	no MAF	11174	ASDS_CA184	CAUSALdb_ASDS_CA184_11174
GA271	Impedance measures - Leg fat percentage (left)	Plethysmography, Impedance	D010992	379786			UKB	CTGLAB	31427789	2019	453	10589164	35837	https://atlas.ctglab.nl/		11175	IMLFPL_GA271	CAUSALdb_IMLFPL_GA271_11175
CA308	Urinary metabolites(single targeted)	Urine	D014556	3861			EUR	Raffler J	26352407	2015	19	600198	1992	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/RafflerJ_26352407_GCST003119/mGWAS_urine_SHIP-0_associations.zip	no MAF	11176	UMST_CA308	CAUSALdb_UMST_CA308_11176
PE00297	Non-cancer illness code, self-reported: sarcoidosis	Sarcoidosis	D012507	420473	809.0	419664.0	UKB	Pan-UKB team	Pan-UKB	2022	9	23861554	9374	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1371.tsv.bgz		11177	NCICSRS_PE00297	CAUSALdb_NCICSRS_PE00297_11177
MR06693	Qualifications: A levels/AS levels or equivalent	Education	D004493	458079	123661.0	334418.0	UKB	Ben Elsworth	IEU-UKB	2018	96	9138778	6110	https://gwas.mrcieu.ac.uk/files/ukb-b-11615/ukb-b-11615.vcf.gz		11178	QALALOE_MR06693	CAUSALdb_QALALOE_MR06693_11178
GCST004744	Lung adenocarcinoma	Adenocarcinoma of Lung	D000077192	66756	11273.0	55483.0	EUR	McKay JD	28604730	2017	12	7876462	1193	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004744		11179	LA_GCST004744	CAUSALdb_LA_GCST004744_11179
PA00668	Operation code: varicose vein surgery	Vascular Surgical Procedures	D014656	420473	17168.0	403305.0	UKB	Pan-UKB team	Pan-UKB	2022	95	23861554	14936	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1479.tsv.bgz		11180	OCVVS_PA00668	CAUSALdb_OCVVS_PA00668_11180
F901081	Other disorders of ear	Ear Diseases	D004427	377277	45541.0	331736.0	EUR	Kurki MI	36653562	2023	28	20014307	2622	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_OTHEREAR.gz		11181	ODOE_F901081	CAUSALdb_ODOE_F901081_11181
PE04048	Frequency of consuming six or more units of alcohol	Alcohol Drinking	D000428	125153			UKB	Pan-UKB team	Pan-UKB	2022	10	23850137	3863	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20416-both_sexes.tsv.bgz		11182	FOCSOMUOA_PE04048	CAUSALdb_FOCSOMUOA_PE04048_11182
LD168	Free cholesterol in small vLDL	Cholesterol, VLDL	D015243	21559			EUR	Kettunen	27005778	2016	17	11849582	1424	http://www.computationalmedicine.fi/data#NMR_GWAS		11183	FCISV_LD168	CAUSALdb_FCISV_LD168_11183
GA157	Birth weight of first child (female)	Birth Weight	D001724	165872			UKB	CTGLAB	31427789	2019	52	9796498	2946	https://atlas.ctglab.nl/		11184	BWOFCF_GA157	CAUSALdb_BWOFCF_GA157_11184
GD09037	inflammatory bowel disease	Inflammatory Bowel Diseases	D015212	327612	3538.0	324074.0	UKB	Glanville KP	34278373	2021	32	9416959	3241	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014445		11185	IBD_GD09037	CAUSALdb_IBD_GD09037_11185
GA278	Impedance measures - Arm predicted mass (right)	Body Fat Distribution	D050218	379716			UKB	CTGLAB	31427789	2019	585	10589197	60862	https://atlas.ctglab.nl/		11186	IMAPMR_GA278	CAUSALdb_IMAPMR_GA278_11186
GD02691	self reported educational attainment	Educational Status	D004522	510795			EUR	Demange PA	33414549	2021	64	7305747	3253	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011874		11187	SREA_GD02691	CAUSALdb_SREA_GD02691_11187
FG03086	Snoring	Snoring	D012913	424389	266211.0	158178.0	UKB	Longda Jiang	34737426	2021	44	11842374	4796	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/1210.v1.0.fastGWA.gz		11188	Snoring_FG03086	CAUSALdb_Snoring_FG03086_11188
AT268	M10 Gout	Gout	D006073	452264	3528.0	448736.0	UKB	Roslin Institute	30349118	2018	6	9124371	1259	http://geneatlas.roslin.ed.ac.uk/		11189	MG_AT268	CAUSALdb_MG_AT268_11189
MR15426	6mm weak meridian (left)	Optometry	D009907	83410			UKB	Ben Elsworth	IEU-UKB	2018	224	8839644	16217	https://gwas.mrcieu.ac.uk/files/ukb-b-13538/ukb-b-13538.vcf.gz		11190	MWML_MR15426	CAUSALdb_MWML_MR15426_11190
FG00233	Fed-up feelings	Personality	D010551	446742	181740.0	265002.0	UKB	Longda Jiang	31768069	2019	74	8528757	8157	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/1960.v1.1.fastGWA.gz		11191	FUF_FG00233	CAUSALdb_FUF_FG00233_11191
MR07986	Arm fat percentage (right)	Body Fat Distribution	D050218	454789			UKB	Ben Elsworth	IEU-UKB	2018	534	9815252	48540	https://gwas.mrcieu.ac.uk/files/ukb-b-12854/ukb-b-12854.vcf.gz		11192	AFPR_MR07986	CAUSALdb_AFPR_MR07986_11192
PA00865	Leg fat percentage (left)	Body Fat Distribution	D050218	413138			UKB	Pan-UKB team	Pan-UKB	2022	572	23861529	60978	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23115-both_sexes-irnt.tsv.bgz		11193	LFPL_PA00865	CAUSALdb_LFPL_PA00865_11193
FG00849	Leg fat mass (right)	Body Fat Distribution	D050218	448323			UKB	Longda Jiang	31768069	2019	543	8529625	60997	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/23112.v1.1.fastGWA.gz		11194	LFMR_FG00849	CAUSALdb_LFMR_FG00849_11194
MR23779	Spherical power (left)	Optometry	D009907	99071			UKB	Ben Elsworth	IEU-UKB	2018	156	8979960	12186	https://gwas.mrcieu.ac.uk/files/ukb-b-7500/ukb-b-7500.vcf.gz		11195	SPL_MR23779	CAUSALdb_SPL_MR23779_11195
GD00537	glycine measurement	Glycine	D005998	11006			EUR	Jia Q	31070104	2019	10	7941229	2838	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007837		11196	GM_GD00537	CAUSALdb_GM_GD00537_11196
BE374	Whole body fat mass	Body Fat Distribution	D050218	354244			UKB	Nealelab	Nealelab	2018	436	10816230	43402	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859665		11197	WBFM_BE374	CAUSALdb_WBFM_BE374_11197
GD01051	Mean corpuscular hemoglobin	Erythrocyte Indices	D004909	119629			EAS	Chen MH	32888493	2020	107	15180697	14469	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002323		11198	MCH_GD01051	CAUSALdb_MCH_GD01051_11198
PE03215	Main speciality of consultant (recoded): Neurology	Neurology	D009462	418813	8137.0	410676.0	UKB	Pan-UKB team	Pan-UKB	2022	3	23861549	1254	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41245-both_sexes-1500.tsv.bgz		11199	MSOCRN_PE03215	CAUSALdb_MSOCRN_PE03215_11199
GD01322	CD4+ CD8dim T cell %leukocyte	T-Lymphocytes	D013601	3668			EUR	Orrù V	32929287	2020	4	16945848	1005	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001611		11200	CCDTCL_GD01322	CAUSALdb_CCDTCL_GD01322_11200
MR36064	Seen doctor (GP) for nerves, anxiety, tension or depression	Emotions	D004644	459560	158565.0	300995.0	UKB	Ben Elsworth	IEU-UKB	2018	53	9308221	4518	https://gwas.mrcieu.ac.uk/files/ukb-b-6991/ukb-b-6991.vcf.gz		11201	SDGFNATOD_MR36064	CAUSALdb_SDGFNATOD_MR36064_11201
AT718	Arm fat-free mass (left)	Body Fat Distribution	D050218	452264			UKB	Roslin Institute	30349118	2018	720	9124382	93521	http://geneatlas.roslin.ed.ac.uk/		11202	AFFML_AT718	CAUSALdb_AFFML_AT718_11202
PA00654	Treatment/medication code: amlodipine	Self Care	D012648	420473	17099.0	403374.0	UKB	Pan-UKB team	Pan-UKB	2022	33	23861550	1375	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140879802.tsv.bgz		11203	TMCA_PA00654	CAUSALdb_TMCA_PA00654_11203
PE04079	Repeated disturbing thoughts of stressful experience in past month	Stress, Psychological	D013315	136169			UKB	Pan-UKB team	Pan-UKB	2022	125	23852696	361	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20497-both_sexes.tsv.bgz		11204	RDTOSEIPM_PE04079	CAUSALdb_RDTOSEIPM_PE04079_11204
MR08855	Treatment speciality of consultant (recoded): Urology	Urology	D014572	446149	43173.0	402976.0	UKB	Ben Elsworth	IEU-UKB	2018	9	7992304	2047	https://gwas.mrcieu.ac.uk/files/ukb-b-7647/ukb-b-7647.vcf.gz		11205	TSOCRU_MR08855	CAUSALdb_TSOCRU_MR08855_11205
PE03839	Crisp intake	Energy Intake	D002149	58890			UKB	Pan-UKB team	Pan-UKB	2022	54	23734928	233	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102460-both_sexes.tsv.bgz		11206	CI_PE03839	CAUSALdb_CI_PE03839_11206
OT331	Waist-hip ratio (adjusted for BMI, female)	Waist-Hip Ratio	D049629	379501			EUR	Yengo L	30239722	2018	344	12055559	35721	https://github.com/lindgrengroup/fatdistnGWAS		11207	WHRAFBF_OT331	CAUSALdb_WHRAFBF_OT331_11207
FG01217	Mean ICVF in body of corpus callosum on FA skeleton	Corpus Callosum	D003337	12099			UKB	Longda Jiang	31768069	2019	13	8493128	436	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25347.v1.1.fastGWA.gz		11208	MIIBOCCOFS_FG01217	CAUSALdb_MIIBOCCOFS_FG01217_11208
F902196	Paracetamol of NSAID medication	Anti-Inflammatory Agents, Non-Steroidal	D000894	377277	314977.0	62300.0	EUR	Kurki MI	36653562	2023	24	20014308	1521	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_RX_PARACETAMOL_NSAID.gz		11209	PONM_F902196	CAUSALdb_PONM_F902196_11209
GD00439	vital capacity	Vital Capacity	D014797	321047			EUR	Shrine N	30804560	2019	300	19739496	31709	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007429		11210	VC_GD00439	CAUSALdb_VC_GD00439_11210
LD109	Mean diameter for HDL particles	Cholesterol, HDL	D008076	19273			EUR	Kettunen	27005778	2016	13	11802410	1150	http://www.computationalmedicine.fi/data#NMR_GWAS		11211	MDFHP_LD109	CAUSALdb_MDFHP_LD109_11211
FG00262	Treatment/medication code: metformin	Self Care	D012648	456276	11358.0	444918.0	UKB	Longda Jiang	31768069	2019	47	8525023	2207	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/20003_1140884600.v1.1.fastGWA.gz		11212	TMCM_FG00262	CAUSALdb_TMCM_FG00262_11212
F902186	Other arthritis (FG)	Arthritis	D001168	296068	11033.0	285035.0	EUR	Kurki MI	36653562	2023	12	20011970	11026	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_RHEU_ARTHRITIS_OTH.gz		11213	OAF_F902186	CAUSALdb_OAF_F902186_11213
MR30968	Qualifications: O levels/GCSEs or equivalent	Education	D004493	458079	212640.0	245439.0	UKB	Ben Elsworth	IEU-UKB	2018	23	9499176	943	https://gwas.mrcieu.ac.uk/files/ukb-b-18099/ukb-b-18099.vcf.gz		11214	QOLGOE_MR30968	CAUSALdb_QOLGOE_MR30968_11214
F900108	Depression medications	Psychotropic Drugs	D011619	195321	106785.0	88536.0	EUR	Kurki MI	36653562	2023	36	20004730	3262	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_ANTIDEPRESSANTS.gz		11215	DM_F900108	CAUSALdb_DM_F900108_11215
PE04527	Number of cigarettes smoked daily, combined previous and current smoking	Smoking	D012907	128434			UKB	Pan-UKB team	Pan-UKB	2022	10	23841513	2133	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-Smoking-both_sexes-CPD_combined_irnt.tsv.bgz		11216	NOCSDCPACS_PE04527	CAUSALdb_NOCSDCPACS_PE04527_11216
PE06251	Ileostomy status	Ileostomy	D007081	332273	2003.0	330270.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23861044	1504	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-559-both_sexes.tsv.bgz		11217	IS_PE06251	CAUSALdb_IS_PE06251_11217
MR30940	Was blood sampling attempted	Suicide, Attempted	D013406	463000	462978.0	22.0	UKB	Ben Elsworth	IEU-UKB	2018	818	9815162	3040	https://gwas.mrcieu.ac.uk/files/ukb-b-10852/ukb-b-10852.vcf.gz		11218	WBSA_MR30940	CAUSALdb_WBSA_MR30940_11218
FG00626	Hearing difficulty/problems: No	Hearing	D006309	437767	323343.0	114424.0	UKB	Longda Jiang	31768069	2019	36	8528079	2894	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/2247_0.v1.1.fastGWA.gz		11219	HDPN_FG00626	CAUSALdb_HDPN_FG00626_11219
MR38598	Estimated glomerular filtration rate	Glomerular Filtration Rate	D005919	143658			EAS	Morris AP	30604766	2019	96	6589141	6124	https://gwas.mrcieu.ac.uk/files/ebi-a-GCST007344/ebi-a-GCST007344.vcf.gz		11220	EGFR_MR38598	CAUSALdb_EGFR_MR38598_11220
GD01689	HLA DR on CD33+ HLA DR+ CD14dim	HLA-DR Antigens	D006684	1578			EUR	Orrù V	32929287	2020	3	15568287	2166	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002109		11221	HDOCHDCD_GD01689	CAUSALdb_HDOCHDCD_GD01689_11221
GD01100	Hemoglobin concentration	Hemoglobins	D006454	15133			AFR	Chen MH	32888493	2020	7	34534966	298	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002309		11222	HC_GD01100	CAUSALdb_HC_GD01100_11222
GD01265	BAFF-R on IgD+ CD24- B cell	B-Lymphocytes	D001402	3657			EUR	Orrù V	32929287	2020	8	16763306	2770	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001704		11223	BROICBC_GD01265	CAUSALdb_BROICBC_GD01265_11223
MR08330	Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified	Diagnosis	D003933	463010	9674.0	453336.0	UKB	Ben Elsworth	IEU-UKB	2018	44	5874901	8931	https://gwas.mrcieu.ac.uk/files/ukb-b-4226/ukb-b-4226.vcf.gz		11224	DSIEHU_MR08330	CAUSALdb_DSIEHU_MR08330_11224
MR41108	Cholesterol to total lipids ratio in medium LDL	Cholesterol, LDL	D008078	115078			UKB	Borges CM	IEU-UKB	2020	36	12157366	3803	https://gwas.mrcieu.ac.uk/files/met-d-M_LDL_C_pct/met-d-M_LDL_C_pct.vcf.gz		11225	CTTLRIML_MR41108	CAUSALdb_CTTLRIML_MR41108_11225
PE02631	Operative procedures - main OPCS4: T20.2 Primary repair of inguinal hernia using insert of prosthetic material	Surgical Procedures, Operative	D013514	420531	15271.0	405260.0	UKB	Pan-UKB team	Pan-UKB	2022	26	23861554	2743	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-T202.tsv.bgz		11226	OPMOTPROIHUIOPM_PE02631	CAUSALdb_OPMOTPROIHUIOPM_PE02631_11226
FG00123	Current tobacco smoking	Smoking	D012907	455825			UKB	Longda Jiang	31768069	2019	35	8529528	2138	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/1239.v1.1.fastGWA.gz		11227	CTS_FG00123	CAUSALdb_CTS_FG00123_11227
AT696	Neutrophill percentage	Leukocyte Count	D007958	452264			UKB	Roslin Institute	30349118	2018	387	9124310	45696	http://geneatlas.roslin.ed.ac.uk/		11228	NP_AT696	CAUSALdb_NP_AT696_11228
GD00780	testosterone measurement	Testosterone	D013739	178782			UKB	Ruth KS	32042192	2020	107	16498175	21460	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012103		11229	TM_GD00780	CAUSALdb_TM_GD00780_11229
PE06945	corticosteroid|long-acting beta-2 agonist|LABA	Insulin, Long-Acting	D049528	420531	4872.0	415659.0	UKB	Pan-UKB team	Pan-UKB	2022	5	23861554	2808	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-corticosteroid|long-acting_beta-2_agonist|LABA-both_sexes.tsv.bgz		11230	CLABAL_PE06945	CAUSALdb_CLABAL_PE06945_11230
MR08249	Drive faster than motorway speed limit	Aggressive Driving	D000077314	418299			UKB	Ben Elsworth	IEU-UKB	2018	29	9807909	3640	https://gwas.mrcieu.ac.uk/files/ukb-b-4549/ukb-b-4549.vcf.gz		11231	DFTMSL_MR08249	CAUSALdb_DFTMSL_MR08249_11231
