f_tf_name	f_tf_id	f_family	f_protein	f_entrez_id
IRF5	ENSG00000128604	IRF	ENSP00000483292.1;ENSP00000419950.1;ENSP00000385352.2;ENSP00000420274.1;ENSP00000249375.4;ENSP00000417454.1;ENSP00000418037.2;ENSP00000419056.1;ENSP00000349770.5;ENSP00000418534.1;ENSP00000419149.1;ENSP00000480058.1;ENSP00000498293.1;ENSP00000417770.1;	3663
ZNF791	ENSG00000173875	zf-C2H2	ENSP00000342974.4;ENSP00000471179.1;	163049
RFX4	ENSG00000111783	RFX	ENSP00000376585.1;ENSP00000444163.1;ENSP00000447735.1;ENSP00000350552.4;ENSP00000447423.1;ENSP00000448694.1;	5992
POU4F3	ENSG00000091010	Pou	ENSP00000495718.1;	5459
HBP1	ENSG00000105856	HMG	ENSP00000222574.4;ENSP00000418738.1;ENSP00000419143.1;ENSP00000475809.1;ENSP00000420500.1;	26959
TWIST2	ENSG00000233608	bHLH	ENSP00000482581.1;ENSP00000405176.2;	117581
ZNF688	ENSG00000229809	zf-C2H2	ENSP00000455227.2;ENSP00000223459.6;	146542
ZNF510	ENSG00000081386	zf-C2H2	ENSP00000364379.1;ENSP00000223428.4;	22869
ZFP69	ENSG00000187815	zf-C2H2	ENSP00000361791.1;ENSP00000361790.3;	339559
AEBP2	ENSG00000139154	zf-C2H2	ENSP00000444255.1;ENSP00000266508.9;ENSP00000354267.4;ENSP00000501182.1;ENSP00000437983.1;ENSP00000501298.1;ENSP00000381840.3;	121536
SPDEF	ENSG00000124664	ETS	ENSP00000363149.3;ENSP00000442715.1;	25803
ZNF675	ENSG00000197372	zf-C2H2	ENSP00000352836.3;	171392
ZNF837	ENSG00000152475	zf-C2H2	ENSP00000405699.1;ENSP00000471478.1;	116412
SOX11	ENSG00000176887	HMG	ENSP00000322568.3;	6664
ZNF611	ENSG00000213020	zf-C2H2	ENSP00000322427.1;ENSP00000498713.1;ENSP00000469376.1;ENSP00000472648.1;ENSP00000437616.1;ENSP00000439211.1;ENSP00000443505.1;	81856
ZNF470	ENSG00000197016	zf-C2H2	ENSP00000333223.7;ENSP00000375590.3;	388566
RORA	ENSG00000069667	THR-like	ENSP00000453322.1;ENSP00000402971.2;ENSP00000335087.6;ENSP00000261523.5;ENSP00000309753.3;	6095
MBD1	ENSG00000141644	MBD	ENSP00000269468.5;ENSP00000465923.1;ENSP00000269471.5;ENSP00000381502.1;ENSP00000468430.1;ENSP00000372407.5;ENSP00000467017.1;ENSP00000381508.2;ENSP00000467763.1;ENSP00000464823.1;ENSP00000405268.2;ENSP00000468785.1;ENSP00000339546.5;ENSP00000269469.5;ENSP00000285102.5;ENSP00000381506.1;ENSP00000468042.1;ENSP00000466092.1;	4152
NEUROD4	ENSG00000123307	bHLH	ENSP00000242994.3;	
ZNF391	ENSG00000124613	zf-C2H2	ENSP00000244576.4;ENSP00000419498.1;	346157
MBD3	ENSG00000071655	MBD	ENSP00000156825.2;ENSP00000412302.2;	53615
GCM2	ENSG00000124827	GCM	ENSP00000368805.4;	9247
FOXD4L5	ENSG00000204779	Fork_head	ENSP00000366637.1;	653427
ZFP37	ENSG00000136866	zf-C2H2	ENSP00000363344.3;ENSP00000452552.1;ENSP00000451310.1;	7539
ZNF267	ENSG00000185947	zf-C2H2	ENSP00000300870.10;	10308
BARHL1	ENSG00000125492	Homeobox	ENSP00000444704.1;ENSP00000263610.2;	
SHOX	ENSG00000185960	Homeobox	ENSP00000370990.1;ENSP00000370987.1;ENSP00000508521.1;ENSP00000335505.3;	6473
NPAS3	ENSG00000151322	bHLH	ENSP00000447213.2;ENSP00000506064.1;	64067
ZNF860	ENSG00000197385	zf-C2H2	ENSP00000373274.3;	344787
YY2	ENSG00000230797	zf-C2H2	ENSP00000389381.2;	404281
NEUROD6	ENSG00000164600	bHLH	ENSP00000297142.3;	
CREB3L4	ENSG00000143578	TF_bZIP	ENSP00000357596.3;ENSP00000271889.4;ENSP00000357589.3;ENSP00000357592.1;ENSP00000391847.1;	148327
ZNF35	ENSG00000169981	zf-C2H2	ENSP00000379368.2;	
MYRFL	ENSG00000166268	NDT80_PhoG	ENSP00000449598.2;ENSP00000448753.2;	196446
FOXP1	ENSG00000114861	Fork_head	ENSP00000497563.1;ENSP00000496932.1;ENSP00000417857.1;ENSP00000497435.1;ENSP00000497344.1;ENSP00000482847.2;ENSP00000498110.1;ENSP00000418102.1;ENSP00000497430.2;ENSP00000497077.3;ENSP00000497567.1;ENSP00000418883.2;ENSP00000497369.1;ENSP00000497693.2;ENSP00000497454.2;ENSP00000497096.1;ENSP00000496968.1;ENSP00000496990.1;ENSP00000418524.1;ENSP00000333560.4;ENSP00000318902.5;ENSP00000496810.1;ENSP00000420736.3;ENSP00000496841.3;ENSP00000497237.1;ENSP00000418225.3;ENSP00000419393.2;	27086
SRF	ENSG00000112658	SRF	ENSP00000265354.4;	6722
CEBPA	ENSG00000245848	TF_bZIP	ENSP00000427514.1;	1050
DLX1	ENSG00000144355	Homeobox	ENSP00000448827.1;ENSP00000354865.4;ENSP00000354478.4;	1745
NR0B2	ENSG00000131910	Miscellaneous	ENSP00000254227.3;	8431
PRRX1	ENSG00000116132	Homeobox	ENSP00000450762.1;ENSP00000356734.3;ENSP00000239461.6;	5396
TFCP2	ENSG00000135457	CP2	ENSP00000257915.5;ENSP00000449280.1;ENSP00000449742.1;ENSP00000447991.1;	7024
ZBED4	ENSG00000100426	zf-BED	ENSP00000216268.4;	
CREB5	ENSG00000146592	TF_bZIP	ENSP00000379593.2;ENSP00000379594.2;ENSP00000350359.2;ENSP00000387197.1;ENSP00000379592.2;	9586
SNAI3	ENSG00000185669	zf-C2H2	ENSP00000327968.5;	333929
HES7	ENSG00000179111	bHLH	ENSP00000462491.1;ENSP00000314774.4;ENSP00000446205.2;	84667
FOXA1	ENSG00000129514	Fork_head	ENSP00000250448.3;	3169
THAP11	ENSG00000168286	THAP	ENSP00000304689.1;	57215
LHX3	ENSG00000107187	Homeobox	ENSP00000483080.1;ENSP00000360811.3;ENSP00000360813.4;	8022
TERB1	ENSG00000249961	MYB	ENSP00000463762.1;ENSP00000462883.1;	283847
ZNF721	ENSG00000182903	zf-C2H2	ENSP00000428878.1;ENSP00000340524.5;	170960
ZNF362	ENSG00000160094	zf-C2H2	ENSP00000446335.1;ENSP00000362527.5;	149076
ZNF98	ENSG00000197360	zf-C2H2	ENSP00000350418.4;	148198
ELF4	ENSG00000102034	ETS	ENSP00000311280.6;ENSP00000338608.7;	2000
ASCL5	ENSG00000232237	bHLH	ENSP00000472681.1;	647219
ZNF320	ENSG00000182986	zf-C2H2	ENSP00000468995.1;ENSP00000506814.1;ENSP00000375660.2;ENSP00000473091.1;	162967
ZNF99	ENSG00000213973	zf-C2H2	ENSP00000472969.1;	7652
NHLH1	ENSG00000171786	bHLH	ENSP00000302189.5;	
MAFG	ENSG00000197063	TF_bZIP	ENSP00000350369.4;ENSP00000376173.3;ENSP00000459634.1;	4097
SMAD7	ENSG00000101665	MH1	ENSP00000467621.1;ENSP00000262158.2;	4092
ZNF552	ENSG00000178935	zf-C2H2	ENSP00000375582.1;	79818
ZNF28	ENSG00000198538	zf-C2H2	ENSP00000397693.2;ENSP00000412143.2;ENSP00000375661.2;	7576
SP5	ENSG00000204335	zf-C2H2	ENSP00000364430.3;	389058
ZNF765	ENSG00000196417	zf-C2H2	ENSP00000379689.3;	91661
ZNF513	ENSG00000163795	zf-C2H2	ENSP00000318373.6;ENSP00000384874.1;	130557
MTA2	ENSG00000149480	zf-GATA	ENSP00000431346.1;ENSP00000431797.1;ENSP00000278823.2;	9219
NR4A1	ENSG00000123358	NGFIB-like	ENSP00000449539.1;ENSP00000353427.3;ENSP00000378302.1;ENSP00000243050.1;ENSP00000449587.1;ENSP00000440864.1;ENSP00000457070.1;ENSP00000378301.2;	3164
OLIG3	ENSG00000177468	bHLH	ENSP00000356708.2;	167826
ERG	ENSG00000157554	ETS	ENSP00000381881.1;ENSP00000394694.1;ENSP00000381877.1;ENSP00000381882.1;ENSP00000396268.2;ENSP00000381871.1;ENSP00000381891.2;ENSP00000414150.2;ENSP00000381879.1;ENSP00000288319.7;	2078
OLIG2	ENSG00000205927	bHLH	ENSP00000371794.3;ENSP00000331040.3;	10215
MXD4	ENSG00000123933	bHLH	ENSP00000337889.2;	10608
HOXD1	ENSG00000128645	Homeobox	ENSP00000328598.4;	
SOX18	ENSG00000203883	HMG	ENSP00000341815.7;	54345
ETV2	ENSG00000105672	ETS	ENSP00000368309.3;ENSP00000475089.1;ENSP00000468453.1;ENSP00000384524.2;ENSP00000368312.2;ENSP00000385369.1;	2116
ZNF805	ENSG00000204524	zf-C2H2	ENSP00000365414.2;ENSP00000412999.1;	390980
ZNF705D	ENSG00000215343	zf-C2H2	ENSP00000382957.3;ENSP00000445477.2;	728957
ZNF329	ENSG00000181894	zf-C2H2	ENSP00000470008.1;ENSP00000470323.1;ENSP00000350773.4;ENSP00000439527.1;	79673
TBX15	ENSG00000092607	T-box	ENSP00000358437.3;ENSP00000207157.3;	6913
NFE2	ENSG00000123405	TF_bZIP	ENSP00000447558.1;ENSP00000312436.4;ENSP00000446929.1;ENSP00000397185.2;ENSP00000439120.2;	4778
ZSCAN5A	ENSG00000131848	zf-C2H2	ENSP00000507065.1;ENSP00000375593.1;ENSP00000466445.1;ENSP00000467631.1;ENSP00000467238.1;	79149
GMEB1	ENSG00000162419	SAND	ENSP00000362922.1;ENSP00000355186.4;ENSP00000294409.2;	10691
ZKSCAN5	ENSG00000196652	zf-C2H2	ENSP00000392104.1;ENSP00000377725.2;ENSP00000322872.5;	23660
ZNF595	ENSG00000272602	zf-C2H2	ENSP00000476408.2;ENSP00000476367.2;ENSP00000477392.1;	152687
ZNF410	ENSG00000119725	zf-C2H2	ENSP00000451620.2;ENSP00000442228.1;ENSP00000483073.1;ENSP00000407130.3;ENSP00000451763.2;ENSP00000334170.4;ENSP00000451807.2;ENSP00000323293.6;ENSP00000451748.1;	57862
NEUROD1	ENSG00000162992	bHLH	ENSP00000506907.1;ENSP00000295108.3;ENSP00000507492.1;	4760
EBF1	ENSG00000164330	COE	ENSP00000477809.1;ENSP00000428020.1;ENSP00000370029.4;ENSP00000322898.6;	1879
RXRB	ENSG00000204231	RXR-like	ENSP00000363812.3;ENSP00000363817.4;	6257
LHX9	ENSG00000143355	Homeobox	ENSP00000356360.3;ENSP00000356361.1;ENSP00000356357.4;ENSP00000453064.1;	56956
RLF	ENSG00000117000	zf-C2H2	ENSP00000361857.4;	6018
ZNF543	ENSG00000178229	zf-C2H2	ENSP00000322545.3;	
ZNF878	ENSG00000257446	zf-C2H2	ENSP00000447931.1;	729747
RUNX2	ENSG00000124813	Runt	ENSP00000496517.1;ENSP00000458178.1;ENSP00000352514.5;ENSP00000485863.1;ENSP00000360491.6;ENSP00000460188.1;ENSP00000495497.1;ENSP00000360486.4;ENSP00000360493.1;	860
ZNF319	ENSG00000166188	zf-C2H2	ENSP00000299237.2;	57567
ZNF382	ENSG00000161298	zf-C2H2	ENSP00000407593.1;ENSP00000410113.1;ENSP00000292928.2;ENSP00000389722.1;	84911
HMBOX1	ENSG00000147421	Homeobox	ENSP00000287701.10;ENSP00000453185.1;ENSP00000475196.1;ENSP00000380516.3;ENSP00000430059.1;ENSP00000430110.1;ENSP00000453211.1;ENSP00000452827.1;	79618
RFX2	ENSG00000087903	RFX	ENSP00000467736.1;ENSP00000465122.1;ENSP00000467166.1;ENSP00000352076.3;ENSP00000306335.4;	5990
NFIA	ENSG00000162599	CTF_NFI	ENSP00000499651.1;ENSP00000499597.1;ENSP00000360233.1;ENSP00000360227.1;ENSP00000474462.1;ENSP00000474806.1;ENSP00000474461.1;ENSP00000360229.3;ENSP00000499693.1;ENSP00000384680.2;ENSP00000419785.2;ENSP00000473830.1;ENSP00000499729.1;ENSP00000499326.1;ENSP00000360231.3;ENSP00000384523.3;ENSP00000499312.1;ENSP00000360226.1;	4774
ZKSCAN1	ENSG00000106261	zf-C2H2	ENSP00000443508.1;ENSP00000480305.1;ENSP00000409172.1;ENSP00000323148.6;	7586
ZNF716	ENSG00000182111	zf-C2H2	ENSP00000394248.1;	441234
HNF1A	ENSG00000135100	Homeobox	ENSP00000443112.1;ENSP00000476181.1;ENSP00000257555.5;ENSP00000438804.1;	6927
SMAD1	ENSG00000170365	MH1	ENSP00000377652.2;ENSP00000427002.1;ENSP00000425270.1;ENSP00000424959.1;ENSP00000305769.4;ENSP00000424649.1;ENSP00000426568.1;	4086
SMAD4	ENSG00000141646	MH1	ENSP00000465878.1;ENSP00000466934.1;ENSP00000464901.1;ENSP00000381452.1;ENSP00000341551.3;ENSP00000468611.1;ENSP00000465874.1;ENSP00000478613.2;ENSP00000464772.1;	4089
ZNF79	ENSG00000196152	zf-C2H2	ENSP00000484833.1;ENSP00000362446.4;ENSP00000438418.1;ENSP00000478201.1;	7633
GFI1B	ENSG00000165702	zf-C2H2	ENSP00000344782.3;ENSP00000361196.1;ENSP00000489646.1;ENSP00000361195.1;ENSP00000490303.1;	8328
ZSCAN31	ENSG00000235109	zf-C2H2	ENSP00000391235.1;ENSP00000380050.2;ENSP00000345339.6;ENSP00000413705.1;ENSP00000402937.1;ENSP00000407529.1;ENSP00000390076.1;ENSP00000480254.1;	64288
RORC	ENSG00000143365	THR-like	ENSP00000327025.6;ENSP00000349164.6;ENSP00000498691.1;	6097
FOXL2	ENSG00000183770	Fork_head	ENSP00000497217.1;	668
SAMD11	ENSG00000187634	SAND	ENSP00000478421.2;ENSP00000480678.2;	148398
ZNF699	ENSG00000196110	zf-C2H2	ENSP00000311596.3;ENSP00000467723.1;	374879
NFATC1	ENSG00000131196	RHD	ENSP00000468111.1;ENSP00000466489.1;ENSP00000439992.1;ENSP00000316553.5;ENSP00000466194.1;ENSP00000467181.1;ENSP00000442435.1;ENSP00000253506.5;ENSP00000389377.2;ENSP00000380892.2;ENSP00000327850.3;	4772
HMGA2	ENSG00000149948	HMGA	ENSP00000384026.2;ENSP00000407306.2;ENSP00000437747.1;ENSP00000346658.3;ENSP00000440919.1;ENSP00000437621.1;ENSP00000377205.3;ENSP00000443372.1;ENSP00000377206.3;ENSP00000439317.1;	8091
HES5	ENSG00000197921	bHLH	ENSP00000367714.3;	388585
ZNF714	ENSG00000160352	zf-C2H2	ENSP00000484530.1;ENSP00000478345.1;ENSP00000479085.1;ENSP00000477828.1;	148206
ZNF814	ENSG00000204514	zf-C2H2	ENSP00000410545.1;	730051
TERF2	ENSG00000132604	MYB	ENSP00000254942.3;	7014
ZNF83	ENSG00000167766	zf-C2H2	ENSP00000472619.1;ENSP00000440713.1;ENSP00000301096.3;	55769
ZNF80	ENSG00000174255	zf-C2H2	ENSP00000309812.4;ENSP00000417192.3;	7634
PLAG1	ENSG00000181690	zf-C2H2	ENSP00000416537.2;ENSP00000404067.2;ENSP00000325546.3;	5324
ZNF112	ENSG00000062370	zf-C2H2	ENSP00000337081.3;ENSP00000346305.3;	7771
ZNF322	ENSG00000181315	zf-C2H2	ENSP00000419728.1;ENSP00000482607.1;ENSP00000478899.1;ENSP00000418897.1;ENSP00000483223.1;	79692
DMRTA1	ENSG00000176399	DM	ENSP00000319651.1;	
ZNF432	ENSG00000256087	zf-C2H2	ENSP00000221315.4;ENSP00000470488.1;	9668
ZNF430	ENSG00000118620	zf-C2H2	ENSP00000469787.1;ENSP00000261560.4;	80264
ARID2	ENSG00000189079	ARID	ENSP00000397307.1;ENSP00000335044.6;ENSP00000415650.2;	196528
MESP2	ENSG00000188095	bHLH	ENSP00000342392.3;	145873
CSDC2	ENSG00000172346	CSD	ENSP00000302485.7;ENSP00000417127.1;	
ZNF615	ENSG00000197619	zf-C2H2	ENSP00000483676.1;ENSP00000471041.1;ENSP00000375672.3;ENSP00000471549.1;ENSP00000473089.1;ENSP00000365906.4;	284370
HNF4G	ENSG00000164749	RXR-like	ENSP00000346339.1;ENSP00000501146.1;ENSP00000379701.3;	3174
NKX2-5	ENSG00000183072	Homeobox	ENSP00000327758.4;	1482
FOXD3	ENSG00000187140	Fork_head	ENSP00000360157.2;	27022
ZNF559	ENSG00000188321	zf-C2H2	ENSP00000377461.1;ENSP00000468153.2;ENSP00000474719.1;ENSP00000474760.1;	84527
HOXC4	ENSG00000198353	Homeobox	ENSP00000305973.4;ENSP00000399808.2;	3221
EN2	ENSG00000164778	Homeobox	ENSP00000297375.4;	2020
ZNF154	ENSG00000179909	zf-C2H2	ENSP00000469633.1;ENSP00000421258.2;ENSP00000507206.1;	7710
ZNF184	ENSG00000096654	zf-C2H2	ENSP00000366636.1;ENSP00000508298.1;ENSP00000211936.6;	7738
ZNF789	ENSG00000198556	zf-C2H2	ENSP00000331927.5;	285989
ZIK1	ENSG00000171649	zf-C2H2	ENSP00000472867.1;ENSP00000468937.1;ENSP00000438487.1;	284307
FOXC2	ENSG00000176692	Fork_head	ENSP00000497759.1;	2303
ZFP41	ENSG00000181638	zf-C2H2	ENSP00000327427.6;ENSP00000430465.3;	
ZNF90	ENSG00000213988	zf-C2H2	ENSP00000410466.2;	7643
ZNF48	ENSG00000180035	zf-C2H2	ENSP00000479658.1;ENSP00000324056.2;ENSP00000435674.1;ENSP00000480262.1;	197407
ZNF217	ENSG00000171940	zf-C2H2	ENSP00000360526.2;ENSP00000304308.3;	7764
NRL	ENSG00000129535	TF_bZIP	ENSP00000380197.2;ENSP00000380193.1;ENSP00000452966.1;ENSP00000454062.2;ENSP00000380191.1;	4901
ZBTB43	ENSG00000169155	ZBTB	ENSP00000362556.1;ENSP00000362556.1;ENSP00000390344.1;ENSP00000390344.1;ENSP00000362563.4;ENSP00000362563.4;	23099
DUX4	ENSG00000260596	Homeobox	ENSP00000458065.1;ENSP00000483555.1;ENSP00000456539.1;ENSP00000455112.1;	100288687
ZEB2	ENSG00000169554	zf-C2H2	ENSP00000302501.4;ENSP00000386854.2;ENSP00000490293.2;ENSP00000490934.1;ENSP00000376601.3;ENSP00000490723.1;ENSP00000490508.1;ENSP00000490317.1;ENSP00000443792.2;ENSP00000490776.1;ENSP00000490673.1;ENSP00000475553.3;ENSP00000490141.1;ENSP00000394777.2;ENSP00000487174.1;ENSP00000490872.1;ENSP00000454157.1;ENSP00000395496.2;ENSP00000502467.1;	9839
ZNF616	ENSG00000204611	zf-C2H2	ENSP00000471000.1;	
ZNF260	ENSG00000254004	zf-C2H2	ENSP00000467219.1;ENSP00000429803.1;ENSP00000464964.1;ENSP00000465834.1;	339324
TUB	ENSG00000166402	Tub	ENSP00000299506.3;ENSP00000434400.1;ENSP00000305426.4;	7275
TEAD3	ENSG00000007866	TEA	ENSP00000345772.8;ENSP00000384577.5;ENSP00000492431.3;	7005
ZNF621	ENSG00000172888	zf-C2H2	ENSP00000340841.5;ENSP00000386051.2;ENSP00000413236.1;	285268
MNT	ENSG00000070444	bHLH	ENSP00000174618.4;	4335
HES2	ENSG00000069812	bHLH	ENSP00000367068.1;ENSP00000465248.1;ENSP00000465270.1;ENSP00000367065.4;ENSP00000367067.4;	
ESRRA	ENSG00000173153	ESR-like	ENSP00000439896.1;ENSP00000441970.2;ENSP00000444710.1;ENSP00000000442.6;ENSP00000385971.2;ENSP00000503245.1;ENSP00000384851.1;	2101
ZNF431	ENSG00000196705	zf-C2H2	ENSP00000471876.1;ENSP00000308578.6;	170959
MYBL1	ENSG00000185697	MYB	ENSP00000429633.2;ENSP00000428265.1;ENSP00000428011.2;	4603
BNC2	ENSG00000173068	zf-C2H2	ENSP00000431516.1;ENSP00000444640.2;ENSP00000408370.1;ENSP00000370042.1;ENSP00000370047.3;	54796
PRDM4	ENSG00000110851	zf-C2H2	ENSP00000228437.5;	11108
BHLHA15	ENSG00000180535	bHLH	ENSP00000476312.1;ENSP00000326391.2;	168620
NR2E1	ENSG00000112333	RXR-like	ENSP00000357982.5;ENSP00000357979.3;	7101
HEYL	ENSG00000163909	bHLH	ENSP00000361943.3;	26508
BACH1	ENSG00000156273	TF_bZIP	ENSP00000470673.1;ENSP00000286800.3;ENSP00000400576.1;ENSP00000416569.1;ENSP00000392202.1;ENSP00000382805.1;ENSP00000408605.1;	571
ZNF559-ZNF177	ENSG00000270011	zf-C2H2	ENSP00000445323.1;ENSP00000507083.1;	7730
TCF21	ENSG00000118526	bHLH	ENSP00000237316.3;ENSP00000356857.5;	6943
GLMP	ENSG00000198715	NCU-G1	ENSP00000497576.1;ENSP00000354553.1;ENSP00000476260.1;ENSP00000477180.1;ENSP00000483691.1;ENSP00000477187.1;ENSP00000357247.1;ENSP00000479149.1;ENSP00000480936.1;	112770
SOX1	ENSG00000182968	HMG	ENSP00000330218.1;	6656
ZNF596	ENSG00000172748	zf-C2H2	ENSP00000310033.4;ENSP00000381613.1;ENSP00000318719.3;	169270
SCRT2	ENSG00000215397	zf-C2H2	ENSP00000246104.5;	
MAFB	ENSG00000204103	TF_bZIP	ENSP00000362410.2;	9935
BHLHE23	ENSG00000125533	bHLH	ENSP00000359371.2;ENSP00000480998.1;	128408
FOXJ1	ENSG00000129654	Fork_head	ENSP00000323880.4;	2302
BCL11B	ENSG00000127152	zf-C2H2	ENSP00000387419.2;ENSP00000280435.6;ENSP00000349723.3;	64919
GBX2	ENSG00000168505	Homeobox	ENSP00000302251.4;	2637
ZNF273	ENSG00000198039	zf-C2H2	ENSP00000418719.1;	10793
ZNF195	ENSG00000005801	zf-C2H2	ENSP00000387998.2;ENSP00000346613.6;ENSP00000005082.9;ENSP00000344483.7;ENSP00000435828.1;ENSP00000382511.4;ENSP00000477630.1;ENSP00000431937.1;	7748
YBX2	ENSG00000006047	CSD	ENSP00000007699.5;	51087
CREBZF	ENSG00000137504	TF_bZIP	ENSP00000260058.5;ENSP00000433459.1;ENSP00000434281.1;ENSP00000435762.1;ENSP00000507358.1;	58487
ZNF772	ENSG00000197128	zf-C2H2	ENSP00000348992.3;ENSP00000395967.2;ENSP00000477730.1;ENSP00000341165.4;	400720
YY1	ENSG00000100811	zf-C2H2	ENSP00000262238.4;ENSP00000452225.1;	7528
ARID3A	ENSG00000116017	ARID	ENSP00000263620.2;ENSP00000464969.3;	1820
LHX6	ENSG00000106852	Homeobox	ENSP00000362860.2;ENSP00000362859.2;ENSP00000340137.3;ENSP00000475927.1;ENSP00000377854.4;ENSP00000441464.2;	26468
ZNF566	ENSG00000186017	zf-C2H2	ENSP00000415520.2;ENSP00000376010.2;ENSP00000467764.1;ENSP00000401259.2;ENSP00000411526.2;ENSP00000465343.1;ENSP00000400651.2;	84924
GLI1	ENSG00000111087	zf-C2H2	ENSP00000441006.1;ENSP00000434408.1;ENSP00000437607.1;ENSP00000228682.2;ENSP00000436671.1;	2735
ZNF774	ENSG00000196391	zf-C2H2	ENSP00000346348.3;	342132
DMRT1	ENSG00000137090	DM	ENSP00000371711.3;	1761
ARID4A	ENSG00000032219	ARID	ENSP00000378597.3;ENSP00000397368.2;ENSP00000416053.2;ENSP00000344556.3;ENSP00000347602.3;	5926
BHLHE41	ENSG00000123095	bHLH	ENSP00000242728.4;	79365
SALL2	ENSG00000165821	zf-C2H2	ENSP00000396773.2;ENSP00000440054.1;ENSP00000483562.1;ENSP00000438493.2;	6297
HOXA2	ENSG00000105996	Homeobox	ENSP00000222718.5;	
NCOR2	ENSG00000196498	MYB	ENSP00000408247.1;ENSP00000348551.4;ENSP00000400281.2;ENSP00000385618.3;ENSP00000405367.1;ENSP00000402808.1;ENSP00000384202.1;ENSP00000384018.1;	9612
ZNF853	ENSG00000236609	zf-C2H2	ENSP00000455585.1;	54753
DLX4	ENSG00000108813	Homeobox	ENSP00000410622.2;ENSP00000240306.3;ENSP00000480366.1;	1748
DMBX1	ENSG00000197587	Homeobox	ENSP00000353132.3;ENSP00000361024.4;	127343
TFAP2A	ENSG00000137203	AP-2	ENSP00000368933.5;ENSP00000417735.1;ENSP00000419696.1;ENSP00000419961.3;ENSP00000368928.3;ENSP00000417495.1;ENSP00000316516.4;ENSP00000418541.2;	7020
ZFP42	ENSG00000179059	zf-C2H2	ENSP00000317686.4;ENSP00000424662.1;ENSP00000483363.1;	132625
ZNF12	ENSG00000164631	zf-C2H2	ENSP00000384405.1;ENSP00000385939.1;ENSP00000344745.5;	7559
ZNF653	ENSG00000161914	zf-C2H2	ENSP00000467069.1;ENSP00000293771.3;ENSP00000465166.1;	
ZNF483	ENSG00000173258	zf-C2H2	ENSP00000311679.5;	158399
SOX13	ENSG00000143842	HMG	ENSP00000356172.1;ENSP00000478239.1;	9580
PRDM8	ENSG00000152784	zf-C2H2	ENSP00000423985.1;ENSP00000339764.4;ENSP00000406998.2;	56978
HOXA11	ENSG00000005073	Homeobox	ENSP00000006015.3;ENSP00000448962.1;	3207
OSR2	ENSG00000164920	zf-C2H2	ENSP00000414657.2;ENSP00000430780.1;ENSP00000429910.1;ENSP00000430041.1;ENSP00000402862.2;ENSP00000297565.4;ENSP00000430074.1;	116039
ZNF417	ENSG00000173480	zf-C2H2	ENSP00000472272.1;ENSP00000311319.4;	147687
ETS2	ENSG00000157557	ETS	ENSP00000353344.3;ENSP00000499315.1;ENSP00000354194.3;ENSP00000499226.1;ENSP00000499775.1;ENSP00000499540.1;	2114
THAP9	ENSG00000168152	THAP	ENSP00000426750.1;ENSP00000305533.5;ENSP00000425503.1;ENSP00000425966.1;	79725
MYT1	ENSG00000196132	zf-C2HC	ENSP00000480510.1;ENSP00000498616.1;ENSP00000353269.4;ENSP00000327465.1;ENSP00000499493.1;ENSP00000442412.1;	
ZNF215	ENSG00000149054	zf-C2H2	ENSP00000278319.5;ENSP00000393202.2;	7762
KLF3	ENSG00000109787	zf-C2H2	ENSP00000261438.5;	
PPARG	ENSG00000132170	THR-like	ENSP00000508248.1;ENSP00000507893.1;ENSP00000498300.1;ENSP00000507572.1;ENSP00000312472.7;ENSP00000380195.3;ENSP00000380196.2;ENSP00000287820.6;ENSP00000495840.2;ENSP00000494934.2;ENSP00000494873.2;ENSP00000498717.1;ENSP00000508065.1;ENSP00000380210.3;ENSP00000380221.3;ENSP00000380224.4;ENSP00000498500.1;ENSP00000380205.3;ENSP00000507823.1;ENSP00000498313.1;ENSP00000506813.1;	5468
KLF7	ENSG00000118263	zf-C2H2	ENSP00000393268.1;ENSP00000387510.1;ENSP00000403284.2;ENSP00000309570.6;	8609
ZBED1	ENSG00000214717	zf-BED	ENSP00000498725.1;ENSP00000419148.1;ENSP00000370620.2;ENSP00000370621.4;ENSP00000370616.3;	9189
GLIS2	ENSG00000126603	zf-C2H2	ENSP00000262366.3;ENSP00000395547.1;	84662
HOXB2	ENSG00000173917	Homeobox	ENSP00000331741.4;	3212
TEAD4	ENSG00000197905	TEA	ENSP00000351184.3;ENSP00000441959.1;ENSP00000352926.3;ENSP00000438453.2;ENSP00000444528.2;ENSP00000411475.3;	7004
ASCL3	ENSG00000176009	bHLH	ENSP00000435770.1;	56676
HMGB4	ENSG00000176256	HMG	ENSP00000505691.1;ENSP00000429214.1;ENSP00000430919.1;	127540
ZNF454	ENSG00000178187	zf-C2H2	ENSP00000430354.1;ENSP00000326249.3;	285676
HMGB2	ENSG00000164104	HMG	ENSP00000404912.2;ENSP00000423001.1;ENSP00000393448.2;ENSP00000296503.5;	3148
RBPJL	ENSG00000124232	CSL	ENSP00000483978.1;ENSP00000341243.3;ENSP00000361826.3;ENSP00000361828.1;	11317
DLX2	ENSG00000115844	Homeobox	ENSP00000446904.1;ENSP00000234198.4;	
DNAJC1	ENSG00000136770	MYB	ENSP00000366179.3;	64215
SP7	ENSG00000170374	zf-C2H2	ENSP00000441367.2;ENSP00000302812.3;ENSP00000443827.2;	121340
ZNF682	ENSG00000197124	zf-C2H2	ENSP00000470718.1;ENSP00000380351.1;ENSP00000351324.5;ENSP00000380348.1;ENSP00000471717.1;	91120
