trait_code	trait_abbr	trait	ICD10	type	meta_id	mesh_term	mesh_id	category	sample_size	n_case	n_control	popu	pmid	cohort	author	url	index
CAUSALdb_HODOEE_AT352_10744	HODOEE_AT352	H61 Other disorders of external ear			AT352	Ear Diseases	D004427		452264.0	1063.0	451201.0	UKB	30349118	CAUSALdb	Roslin Institute. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10744
CAUSALdb_TMCB_PE00700_10745	TMCB_PE00700	Treatment/medication code: bisoprolol			PE00700	Bisoprolol	D017298		420473.0	6214.0	414259.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10745
CAUSALdb_TIAT_AT257_10746	TIAT_AT257	transient ischaemic attack (tia)			AT257	Ischemic Attack, Transient	D002546		452264.0	1675.0	450589.0	UKB	30349118	CAUSALdb	Roslin Institute. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10746
CAUSALdb_NNODOTGS_AT321_10747	NNODOTGS_AT321	N99-N99 Other disorders of the genitourinary system			AT321	Male Urogenital Diseases	D052801		452264.0	1273.0	450991.0	UKB	30349118	CAUSALdb	Roslin Institute. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10747
CAUSALdb_CMOPATV_F902128_10748	CMOPATV_F902128	Congenital malformations of pulmonary and tricuspid valves			F902128	Heart Valves	D006351		373253.0	210.0	373043.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10748
CAUSALdb_TMCVMP_FG04217_10749	TMCVMP_FG04217	Treatment/medication code: vagifem 25mcg pessary			FG04217	Estradiol Congeners	D045166		247508.0	1246.0	246262.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10749
CAUSALdb_ICBCL_GD01840_10750	ICBCL_GD01840	IgD+ CD38+ B cell %lymphocyte			GD01840	B-Lymphocytes	D001402		3656.0			EUR	32929287	CAUSALdb	Orrù V. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10750
CAUSALdb_COICBC_GD01576_10751	COICBC_GD01576	CD38 on IgD+ CD38+ B cell			GD01576	Chemokines	D018925		3652.0			EUR	32929287	CAUSALdb	Orrù V. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10751
CAUSALdb_AI_F900510_10752	AI_F900510	Adrenocortical insufficiency			F900510	Adrenal Insufficiency	D000309		362911.0	923.0	361988.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10752
CAUSALdb_JSCNAAA_FG00797_10753	JSCNAAA_FG00797	Job SOC coding: Nursing auxiliaries and assistants			FG00797	Job Description	D007587		113841.0	1632.0	112209.0	UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10753
CAUSALdb_MSCP_PA00429_10754	MSCP_PA00429	Multi-site chronic pain			PA00429	Chronic Pain	D059350		8128.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10754
CAUSALdb_NONDOCU_PE05085_10755	NONDOCU_PE05085	N88 Other noninflammatory disorders of cervix uteri			PE05085	Uterine Cervical Diseases	D002577		420531.0	1986.0	418545.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10755
CAUSALdb_AOPSTDNEC_PE04543_10757	AOPSTDNEC_PE04543	A63 Other predominantly sexually transmitted diseases, not elsewhere classified			PE04543	Sexually Transmitted Diseases	D012749		420531.0	218.0	420313.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10757
CAUSALdb_WMMITSTRR_FG01408_10758	WMMITSTRR_FG01408	Weighted-mean MD in tract superior thalamic radiation (right)			FG01408	Thalamic Nuclei	D013787		12099.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10758
CAUSALdb_COBNUOZ_PE01522_10759	COBNUOZ_PE01522	Country of Birth (non-UK origin): Zimbabwe			PE01522	Zimbabwe	D015030		11618.0	364.0	11254.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10759
CAUSALdb_MEOOB_CA019_10760	MEOOB_CA019	Maternal effects on offspring birthweight			CA019	Birth Weight	D001724		86379.0			UKB	29309628	CAUSALdb	Beaumont RN. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10760
CAUSALdb_NCICSRB_MR18942_10761	NCICSRB_MR18942	Non-cancer illness code, self-reported: bronchiectasis			MR18942	Bronchiectasis	D001987		462933.0	1080.0	461853.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10761
CAUSALdb_COCMCTC_GD01909_10762	COCMCTC_GD01909	CD4 on Central Memory CD4+ T cell			GD01909	CD4-Positive T-Lymphocytes	D015496		2912.0			EUR	32929287	CAUSALdb	Orrù V. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10762
CAUSALdb_SIH_PA00390_10763	SIH_PA00390	Spells in hospital			PA00390	Patient Admission	D010343		5944.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10763
CAUSALdb_AA_FG02156_10764	AA_FG02156	Average acceleration 19:00 - 19:59			FG02156	Acceleration	D000054		97140.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10764
CAUSALdb_CIMTMOTMC_GCST90092504_10765	CIMTMOTMC_GCST90092504	Carotid Intima-media thickness (mean of the maximum cIMT)			GCST90092504	Carotid Intima-Media Thickness	D059168		3931.0			AFR	35165267	CAUSALdb	Boua PR. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10765
CAUSALdb_MLICTOFSR_FG01078_10766	MLICTOFSR_FG01078	Mean L1 in corticospinal tract on FA skeleton (right)			FG01078	Pyramidal Tracts	D011712		12101.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10766
CAUSALdb_TMCB_FG00277_10767	TMCB_FG00277	Treatment/medication code: bendroflumethiazide			FG00277	Self Care	D012648		456276.0	25484.0	430792.0	UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10767
CAUSALdb_ZSONP_PE05406_10768	ZSONP_PE05406	Z34 Supervision of normal pregnancy			PE05406	Organization and Administration	D009934		420531.0	1081.0	419450.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10768
CAUSALdb_TOPAILWSS_PA00782_10769	TOPAILWSS_PA00782	Types of physical activity in last 4 weeks: Strenuous sports			PA00782	Exercise	D015444		418278.0	43041.0	375237.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10769
CAUSALdb_LSIDOI_FG00621_10770	LSIDOI_FG00621	Long-standing illness, disability or infirmity			FG00621	Health Status	D006304		445479.0	145122.0	300357.0	UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10770
CAUSALdb_PSC_PH317_10771	PSC_PH317	Primary sclerosing cholangitis			PH317	Cholangitis, Sclerosing	D015209		14890.0	2871.0	12019.0	EUR	27992413	CAUSALdb	Ji SG . et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10771
CAUSALdb_NF_FG00234_10772	NF_FG00234	Nervous feelings			FG00234	Emotions	D004644		444344.0	105190.0	339154.0	UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10772
CAUSALdb_PIMV_MR31644_10773	PIMV_MR31644	Phospholipids in medium VLDL			MR31644	Cholesterol, VLDL	D015243		115078.0			UKB	IEU-UKB	CAUSALdb	Borges CM. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10773
CAUSALdb_NARTIBTIMSPOAIBS_GCST90093330_10774	NARTIBTIMSPOAIBS_GCST90093330	Neutralising antibody response to interferon beta therapy in multiple sclerosis (presence of antibodies; IFNβ-1b subcutaneous)			GCST90093330	Interferon beta-1b	D000068576		1008.0	500.0	508.0	EUR	33143745	CAUSALdb	Andlauer TFM. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10774
CAUSALdb_IOFLC_MR34659_10775	IOFLC_MR34659	Illnesses of father: Lung cancer			MR34659	Family Health	D005192		401624.0	37443.0	364181.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10775
CAUSALdb_Intelligence_GCST90179114_10776	Intelligence_GCST90179114	Intelligence			GCST90179114	Intelligence	D007360		216381.0			EUR	36150907	CAUSALdb	Hatoum AS. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10776
CAUSALdb_ETTSAH_PA00275_10777	ETTSAH_PA00275	Exposure to tobacco smoke at home			PA00275	Smoking	D012907		7314.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10777
CAUSALdb_TCL_GCST90239677_10778	TCL_GCST90239677	Total cholesterol levels			GCST90239677	Cholesterol	D002784		48057.0			AMR	34887591	CAUSALdb	Graham SE. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10778
CAUSALdb_HDOMDC_GD01684_10779	HDOMDC_GD01684	HLA DR on myeloid Dendritic Cell			GD01684	Dendritic Cells	D003713		2872.0			EUR	32929287	CAUSALdb	Orrù V. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10779
CAUSALdb_CHSAA_FG00207_10780	CHSAA_FG00207	Comparative height size at age 10			FG00207	Body Height	D001827		448718.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10780
CAUSALdb_RD_F902176_10781	RD_F902176	Reiter disease			F902176	Arthritis, Reactive	D016918		375287.0	168.0	375119.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10781
CAUSALdb_IOPCCL_MR38760_10782	IOPCCL_MR38760	Intra-ocular pressure, corneal-compensated (left)			MR38760	Intraocular Pressure	D007429		97465.0			UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10782
CAUSALdb_EDOMM_PE04682_10783	EDOMM_PE04682	E83 Disorders of mineral metabolism			PE04682	Water-Electrolyte Imbalance	D014883		420531.0	3092.0	417439.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10783
CAUSALdb_TDWPCC_F900533_10784	TDWPCC_F900533	Type 1 diabetes with peripheral circulatory complications			F900533	Diabetes Mellitus, Type 1	D003922		308949.0	669.0	308280.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10784
CAUSALdb_COAUMNOS_GA480_10785	COAUMNOS_GA480	C44 Other and unspecified malignant neoplasm of skin			GA480	Skin Neoplasms	D012878		300791.0	9950.0	290841.0	UKB	31427789	CAUSALdb	CTGLAB. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10785
CAUSALdb_WBFM_FG00839_10786	WBFM_FG00839	Whole body fat mass			FG00839	Body Fat Distribution	D050218		447626.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10786
CAUSALdb_SSP_PA00684_10787	SSP_PA00684	Smoking status: Previous			PA00684	Smoking	D012907		418817.0	148481.0	270336.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10787
CAUSALdb_Anaemias_F900415_10788	Anaemias_F900415	Anaemias			F900415	Anemia, Aplastic	D000741		115907.0	27371.0	88536.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10788
CAUSALdb_GPWKS_F901621_10789	GPWKS_F901621	Gonarthrosis, primary, with knee surgery			F901621	Mohs Surgery	D015580		356322.0	19126.0	337196.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10789
CAUSALdb_VAMSNOTA_PA00768_10790	VAMSNOTA_PA00768	Vitamin and mineral supplements: None of the above			PA00768	Medical History Taking	D008487		418253.0	287888.0	130365.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10790
CAUSALdb_BW_FG00288_10791	BW_FG00288	Birth weight			FG00288	Birth Weight	D001724		258857.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10791
CAUSALdb_AGAMPI_PE06843_10792	AGAMPI_PE06843	anti-gout agent|microtuble polymerization inhibitor			PE06843	Polymerization	D058105		420531.0	3416.0	417115.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10792
CAUSALdb_Weight_AT746_10793	Weight_AT746	Weight			AT746	Body Weight	D001835		452264.0			UKB	30349118	CAUSALdb	Roslin Institute. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10793
CAUSALdb_NCICSRHM_GA417_10794	NCICSRHM_GA417	Non-cancer illness code, self-reported: hypothyroidism/myxoedema			GA417	Hypothyroidism	D007037		289307.0	18740.0	270567.0	UKB	31427789	CAUSALdb	CTGLAB. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10794
CAUSALdb_VHPDBDA_FG03565_10795	VHPDBDA_FG03565	Vascular/heart problems diagnosed by doctor: Angina			FG03565	Angina Pectoris	D000787		455303.0	14618.0	440685.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10795
CAUSALdb_PATLA_GCST90061408_10796	PATLA_GCST90061408	Physical activity (Total log acceleration)			GCST90061408	Acceleration	D000054		88411.0			UKB	35043453	CAUSALdb	Qi G. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10796
CAUSALdb_TD_PA01032_10797	TD_PA01032	Type 2 diabetes			PA01032	Diabetes Mellitus, Type 2	D003924		418949.0	22768.0	396181.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10797
CAUSALdb_PRFPDBP_PE03162_10798	PRFPDBP_PE03162	PCT responsible for patient data: BRISTOL PCT			PE03162	Patient Generated Health Data	D000076206		420531.0	8483.0	412048.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10798
CAUSALdb_ODOCS_PA01056_10799	ODOCS_PA01056	Other disorders of circulatory system			PA01056	Cardiovascular Abnormalities	D018376		414227.0	21420.0	392807.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10799
CAUSALdb_CI_AT753_10800	CI_AT753	Coffee intake			AT753	Coffee	D003069		452264.0			UKB	30349118	CAUSALdb	Roslin Institute. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10800
CAUSALdb_SPR_BE273_10801	SPR_BE273	Spherical power (right)			BE273	Optometry	D009907		77983.0			UKB	Nealelab	CAUSALdb	Nealelab. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10801
CAUSALdb_ODOSAST_F901560_10802	ODOSAST_F901560	Other disorders of skin and subcutaneous tissue			F901560	Skin Diseases	D012871		377277.0	24189.0	353088.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10802
CAUSALdb_BTWOW_FG03057_10803	BTWOW_FG03057	Bread type: Wholemeal or wholegrain			FG03057	Bread	D001939		440084.0	252651.0	187433.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10803
CAUSALdb_MML_GD02059_10804	MML_GD02059	Matrix metalloproteinase-12 levels			GD02059	Matrix Metalloproteinase 12	D053508		21758.0			EUR	33067605	CAUSALdb	Folkersen L. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10804
CAUSALdb_TSWTT_PA00793_10805	TSWTT_PA00793	Time spent watching television (TV)			PA00793	Television	D013690		398421.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10805
CAUSALdb_CMNOAAAC_PE04565_10806	CMNOAAAC_PE04565	C21 Malignant neoplasm of anus and anal canal			PE04565	Anal Canal	D001003		420531.0	236.0	420295.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10806
CAUSALdb_FC_GCST90096895_10807	FC_GCST90096895	Fish consumption			GCST90096895	Electric Fish	D004555		308008.0			UKB	35653391	CAUSALdb	Pirastu N. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10807
CAUSALdb_TCV_GCST90105075_10808	TCV_GCST90105075	Total cerebellar volume			GCST90105075	Parenteral Nutrition, Total	D010289		27486.0			UKB	35842455	CAUSALdb	Tissink E. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10808
CAUSALdb_AVZVIM_GD01994_10809	AVZVIM_GD01994	Anti-varicella zoster virus IgG measurement			GD01994	Varicella Zoster Virus Infection	D000073618		7595.0			EUR	33204752	CAUSALdb	Butler-Laporte G. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10809
CAUSALdb_SAAM_GD09659_10810	SAAM_GD09659	serum alanine aminotransferase measurement			GD09659	Alanine Transaminase	D000410		387859.0			UKB	34315874	CAUSALdb	Ward LD. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10810
CAUSALdb_PEF_GD00442_10811	PEF_GD00442	peak expiratory flow			GD00442	Peak Expiratory Flow Rate	D010366		321047.0			EUR	30804560	CAUSALdb	Shrine N. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10811
CAUSALdb_FEVISF_MR28219_10812	FEVISF_MR28219	Forced expiratory volume in 1-second (FEV1)			MR28219	Forced Expiratory Volume	D005541		421986.0			UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10812
CAUSALdb_MIOBKRR_PE04425_10813	MIOBKRR_PE04425	3mm index of best keratometry results (right)			PE04425	Reproducibility of Results	D015203		85881.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10813
CAUSALdb_FFI_MR21791_10814	FFI_MR21791	Fresh fruit intake			MR21791	Energy Intake	D002149		446462.0			UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10814
CAUSALdb_CACRTCCRTC_GD01752_10815	CACRTCCRTC_GD01752	CD39+ activated CD4 regulatory T cell %CD4 regulatory T cell			GD01752	T-Lymphocytes, Regulatory	D050378		3437.0			EUR	32929287	CAUSALdb	Orrù V. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10815
CAUSALdb_SRVI_PA00805_10816	SRVI_PA00805	Salad / raw vegetable intake			PA00805	Energy Intake	D002149		395377.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10816
CAUSALdb_JISW_PE04461_10817	JISW_PE04461	Job involves shift work			PE04461	Employment	D004651		237740.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10817
CAUSALdb_AA_F901294_10818	AA_F901294	Acute appendicitis			F901294	Appendicitis	D001064		375028.0	28745.0	346283.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10818
CAUSALdb_TMCS_FG03341_10819	TMCS_FG03341	Treatment/medication code: simvastatin			FG03341	Self Care	D012648		456276.0	51682.0	404594.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10819
CAUSALdb_MNOFB_FG02190_10820	MNOFB_FG02190	Malignant neoplasm of female breast			FG02190	Malignant Hyperthermia	D008305		456348.0	10971.0	445377.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10820
CAUSALdb_NOFI_GA060_10821	NOFI_GA060	Non-oily fish intake			GA060	Energy Intake	D002149		384907.0			UKB	31427789	CAUSALdb	CTGLAB. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10821
CAUSALdb_TLIVLV_MR14018_10822	TLIVLV_MR14018	Total lipids in very large VLDL			MR14018	Cholesterol, VLDL	D015243		115078.0			UKB	IEU-UKB	CAUSALdb	Borges CM. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10822
CAUSALdb_Pregnant_MR18069_10823	Pregnant_MR18069	Pregnant			MR18069	Pregnant Women	D037841		250880.0			UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10823
CAUSALdb_LDLLM_GCST90179148_10824	LDLLM_GCST90179148	Low-density lipoprotein levels (MTAG)			GCST90179148	Hypotension	D007022		361194.0			EUR	36376304	CAUSALdb	Koskeridis F. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10824
CAUSALdb_OPMONC_PE02480_10825	OPMONC_PE02480	Operative procedures - main OPCS4: N30.3 Circumcision			PE02480	Surgical Procedures, Operative	D013514		420531.0	2559.0	417972.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10825
CAUSALdb_MFCBPODCLM_PE03678_10826	MFCBPODCLM_PE03678	Medication for cholesterol, blood pressure or diabetes: Cholesterol lowering medication			PE03678	Self Care	D012648		191089.0	44311.0	146778.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10826
CAUSALdb_AFHSI_BE328_10827	AFHSI_BE328	Age first had sexual intercourse			BE328	Coitus	D003075		317694.0			UKB	Nealelab	CAUSALdb	Nealelab. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10827
CAUSALdb_IMLPML_GA274_10828	IMLPML_GA274	Impedance measures - Leg predicted mass (left)			GA274	Plethysmography, Impedance	D010992		379761.0			UKB	31427789	CAUSALdb	CTGLAB. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10828
CAUSALdb_PD_F901562_10829	PD_F901562	Papulosquamous disorders			F901562	Skin Diseases, Papulosquamous	D017444		377277.0	13206.0	364071.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10829
CAUSALdb_BI_FG00159_10830	BI_FG00159	Beef intake			FG00159	Energy Intake	D002149		454502.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10830
CAUSALdb_PDW_FG01809_10831	PDW_FG01809	Platelet distribution width			FG01809	Erythrocyte Indices	D004909		442720.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	10831
