trait_abbr	trait_code	index	trait	category	num_cases	num_cases_prev	num_controls	num_gw_significant	num_gw_significant_prev	lambda	url
N14_URETHRALSTRICT	FinnGen_N14_URETHRALSTRICT_1062	1062	Urethral stricture	XIV Diseases of the genitourinary system (N14_)	1899	1711.0	368973	1	0.0	1.0153	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_URETHRALSTRICT.FINEMAP.snp.bgz
N14_URETHRAOTH	FinnGen_N14_URETHRAOTH_1063	1063	Other disorders of urethra and urinary system	XIV Diseases of the genitourinary system (N14_)	41021	36263.0	368973	12	9.0	1.0909	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_URETHRAOTH.FINEMAP.snp.bgz
N14_URETHRITISANDURSYNDR	FinnGen_N14_URETHRITISANDURSYNDR_1064	1064	Urethritis and urethral syndrome	XIV Diseases of the genitourinary system (N14_)	741	663.0	368973	1	0.0	0.95501	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_URETHRITISANDURSYNDR.FINEMAP.snp.bgz
N14_URINOTH	FinnGen_N14_URINOTH_1065	1065	Other diseases of urinary system	XIV Diseases of the genitourinary system (N14_)	84760	72607.0	368973	7	7.0	1.1017	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_URINOTH.FINEMAP.snp.bgz
N14_VULVAL_LSIL	FinnGen_N14_VULVAL_LSIL_1066	1066	LSIL lesion of the vulva	XIV Diseases of the genitourinary system (N14_)	926	834.0	253692	4	5.0	0.98489	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_VULVAL_LSIL.FINEMAP.snp.bgz
NAFLD	FinnGen_NAFLD_1067	1067	Nonalcoholic fatty liver disease	Gastrointestinal endpoints	3006	2568.0	450727	7	4.0	1.0328	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_NAFLD.FINEMAP.snp.bgz
NASH	FinnGen_NASH_1068	1068	Nonalcoholic steatohepatitis	Gastrointestinal endpoints	218	175.0	453515	1	1.0	0.69988	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_NASH.FINEMAP.snp.bgz
NEURODEGOTH	FinnGen_NEURODEGOTH_1069	1069	Other degenerative diseases of the nervous system	Comorbidities of Gastrointestinal endpoints	16347	14703.0	249893	10	11.0	1.0276	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_NEURODEGOTH.FINEMAP.snp.bgz
NIV	FinnGen_NIV_1070	1070	Non-invasive ventilation	Interstitial lung disease endpoints	8807	7360.0	195394	2	0.0	1.0983	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_NIV.FINEMAP.snp.bgz
NONALLERG_ASTHMA_EXMORE	FinnGen_NONALLERG_ASTHMA_EXMORE_1071	1071	Non-allergic asthma (mode) (more control exclusions)	Asthma and related endpoints	8505	7803.0	238922	5	3.0	1.0659	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_NONALLERG_ASTHMA_EXMORE.FINEMAP.snp.bgz
O15_ABORT_MEDICAL	FinnGen_O15_ABORT_MEDICAL_1072	1072	Medical abortion	XV Pregnancy, childbirth and the puerperium (O15_)	43819	39663.0	180063	6	4.0	1.124	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_ABORT_MEDICAL.FINEMAP.snp.bgz
O15_ABORT_SPONTAN	FinnGen_O15_ABORT_SPONTAN_1073	1073	Spontaneous abortion	XV Pregnancy, childbirth and the puerperium (O15_)	20775	18680.0	180063	1	0.0	1.0302	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_ABORT_SPONTAN.FINEMAP.snp.bgz
O15_ABORT_UNS	FinnGen_O15_ABORT_UNS_1074	1074	Unspecified abortion	XV Pregnancy, childbirth and the puerperium (O15_)	1763	1618.0	180063	1	0.0	1.0225	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_ABORT_UNS.FINEMAP.snp.bgz
O15_AMNIOT_OTHER	FinnGen_O15_AMNIOT_OTHER_1075	1075	Other disorders of amniotic fluid and membranes	XV Pregnancy, childbirth and the puerperium (O15_)	5413	4742.0	200533	1	3.0	1.0421	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_AMNIOT_OTHER.FINEMAP.snp.bgz
O15_ANTEPART_HAEM_NAS	FinnGen_O15_ANTEPART_HAEM_NAS_1076	1076	Antepartum haemorrhage, not elsewhere classified	XV Pregnancy, childbirth and the puerperium (O15_)	3255	2853.0	200533	2	2.0	1.0355	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_ANTEPART_HAEM_NAS.FINEMAP.snp.bgz
O15_COMPLIC_LAB_DELIV	FinnGen_O15_COMPLIC_LAB_DELIV_1077	1077	Complications of labour and delivery	XV Pregnancy, childbirth and the puerperium (O15_)	60055	53500.0	194563	1	0.0	1.0752	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_COMPLIC_LAB_DELIV.FINEMAP.snp.bgz
O15_DELIV_CAESAR	FinnGen_O15_DELIV_CAESAR_1078	1078	Single delivery by caesarean section	XV Pregnancy, childbirth and the puerperium (O15_)	16493	14324.0	108817	5	2.0	1.0769	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_DELIV_CAESAR.FINEMAP.snp.bgz
O15_DELIV_FORCEP_VAC	FinnGen_O15_DELIV_FORCEP_VAC_1079	1079	Single delivery by forceps and vacuum extractor	XV Pregnancy, childbirth and the puerperium (O15_)	10006	8676.0	108817	2	0.0	1.0896	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_DELIV_FORCEP_VAC.FINEMAP.snp.bgz
O15_DELIV_PERIN_LACER	FinnGen_O15_DELIV_PERIN_LACER_1080	1080	Perineal laceration during delivery	XV Pregnancy, childbirth and the puerperium (O15_)	6435	5552.0	194563	2	3.0	1.0655	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_DELIV_PERIN_LACER.FINEMAP.snp.bgz
O15_DELIV_SPONT	FinnGen_O15_DELIV_SPONT_1081	1081	Single spontaneous delivery	XV Pregnancy, childbirth and the puerperium (O15_)	130471	117502.0	108817	6	4.0	1.0864	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_DELIV_SPONT.FINEMAP.snp.bgz
O15_EXCESS_VOMIT_PREG	FinnGen_O15_EXCESS_VOMIT_PREG_1082	1082	Excessive vomiting in pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	2961	2677.0	215354	2	2.0	1.0539	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_EXCESS_VOMIT_PREG.FINEMAP.snp.bgz
O15_EXIST_HYPERT_COMPLIC	FinnGen_O15_EXIST_HYPERT_COMPLIC_1083	1083	Pre-existing hypertension complicating pregnancy, childbirth and the puerperium	XV Pregnancy, childbirth and the puerperium (O15_)	2853	2527.0	234147	4	3.0	1.064	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_EXIST_HYPERT_COMPLIC.FINEMAP.snp.bgz
O15_FAILED_INDUCT	FinnGen_O15_FAILED_INDUCT_1084	1084	Failed induction of labour	XV Pregnancy, childbirth and the puerperium (O15_)	1964	1665.0	194563	1	1.0	1.0294	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_FAILED_INDUCT.FINEMAP.snp.bgz
O15_FALSE_LAB	FinnGen_O15_FALSE_LAB_1085	1085	False labour	XV Pregnancy, childbirth and the puerperium (O15_)	18606	16307.0	200533	2	2.0	1.0995	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_FALSE_LAB.FINEMAP.snp.bgz
O15_GESTAT_HYPERT	FinnGen_O15_GESTAT_HYPERT_1086	1086	Gestational [pregnancy-induced] hypertension	XV Pregnancy, childbirth and the puerperium (O15_)	10739	9535.0	234147	16	15.0	1.0977	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_GESTAT_HYPERT.FINEMAP.snp.bgz
O15_GESTAT_OEDEM_PREINUR	FinnGen_O15_GESTAT_OEDEM_PREINUR_1087	1087	Gestational [pregnancy-induced] oedema and proteinuria without hypertension	XV Pregnancy, childbirth and the puerperium (O15_)	3158	2863.0	234147	1	2.0	1.0432	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_GESTAT_OEDEM_PREINUR.FINEMAP.snp.bgz
O15_HYPTENSPREG	FinnGen_O15_HYPTENSPREG_1088	1088	Pregnancy hypertension	XV Pregnancy, childbirth and the puerperium (O15_)	18345	16417.0	236273	27	21.0	1.1169	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_HYPTENSPREG.FINEMAP.snp.bgz
O15_ICP_EXMORE	FinnGen_O15_ICP_EXMORE_1089	1089	Intrahepatic Cholestasis of Pregnancy (ICP)  (more control exclusions)	XV Pregnancy, childbirth and the puerperium (O15_)	2554	2257.0	159580	30	22.0	1.0466	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_ICP_EXMORE.FINEMAP.snp.bgz
O15_ICP_WIDE	FinnGen_O15_ICP_WIDE_1090	1090	Intrahepatic Cholestasis of Pregnancy (ICP) , incl. ICD-8	XV Pregnancy, childbirth and the puerperium (O15_)	3114	2784.0	251504	35	33.0	1.0475	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_ICP_WIDE.FINEMAP.snp.bgz
O15_ICP_WIDE_EXMORE	FinnGen_O15_ICP_WIDE_EXMORE_1091	1091	Intrahepatic Cholestasis of Pregnancy (ICP) , incl. ICD-8 (more control exclusions)	XV Pregnancy, childbirth and the puerperium (O15_)	3114	2784.0	159020	34	33.0	1.051	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_ICP_WIDE_EXMORE.FINEMAP.snp.bgz
O15_LABOUR_ABNORM_FORCES	FinnGen_O15_LABOUR_ABNORM_FORCES_1092	1092	Abnormalities of forces of labour	XV Pregnancy, childbirth and the puerperium (O15_)	3981	3578.0	194563	1	2.0	1.0391	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_LABOUR_ABNORM_FORCES.FINEMAP.snp.bgz
O15_LABOUR_FETAL_STRESS	FinnGen_O15_LABOUR_FETAL_STRESS_1093	1093	Labour and delivery complicated by fetal stress [distress]	XV Pregnancy, childbirth and the puerperium (O15_)	10796	9428.0	194563	2	1.0	1.0792	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_LABOUR_FETAL_STRESS.FINEMAP.snp.bgz
O15_LABOUR_PELVIC_ABNORM	FinnGen_O15_LABOUR_PELVIC_ABNORM_1094	1094	Obstructed labour due to maternal pelvic abnormality	XV Pregnancy, childbirth and the puerperium (O15_)	5705	5241.0	194563	1	1.0	1.0654	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_LABOUR_PELVIC_ABNORM.FINEMAP.snp.bgz
O15_MATERN_CARE	FinnGen_O15_MATERN_CARE_1095	1095	Maternal care related to the fetus and amniotic cavity and possible delivery problems	XV Pregnancy, childbirth and the puerperium (O15_)	54085	47486.0	200533	2	2.0	1.0772	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_MATERN_CARE.FINEMAP.snp.bgz
O15_MATERN_CARE_OTHER	FinnGen_O15_MATERN_CARE_OTHER_1096	1096	Maternal care for other known or suspected fetal problems	XV Pregnancy, childbirth and the puerperium (O15_)	12760	11122.0	200533	3	2.0	1.0844	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_MATERN_CARE_OTHER.FINEMAP.snp.bgz
O15_MAT_CARE_MALPRESENT	FinnGen_O15_MAT_CARE_MALPRESENT_1097	1097	Maternal care for known or suspected malpresentation of fetus	XV Pregnancy, childbirth and the puerperium (O15_)	7714	6764.0	200533	1	1.0	1.0651	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_MAT_CARE_MALPRESENT.FINEMAP.snp.bgz
O15_OBSTET_TRAUMA_OTHER	FinnGen_O15_OBSTET_TRAUMA_OTHER_1098	1098	Other obstetric trauma	XV Pregnancy, childbirth and the puerperium (O15_)	1852	1596.0	194563	1	2.0	1.0258	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_OBSTET_TRAUMA_OTHER.FINEMAP.snp.bgz
O15_OTHER_MATERN_DIS_ELSEWHERE	FinnGen_O15_OTHER_MATERN_DIS_ELSEWHERE_1099	1099	Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium	XV Pregnancy, childbirth and the puerperium (O15_)	16063	13969.0	238060	3	3.0	1.0836	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_OTHER_MATERN_DIS_ELSEWHERE.FINEMAP.snp.bgz
O15_PLAC_PRAEVIA	FinnGen_O15_PLAC_PRAEVIA_1100	1100	Placenta praevia	XV Pregnancy, childbirth and the puerperium (O15_)	1585	1400.0	200533	1	3.0	1.0212	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_PLAC_PRAEVIA.FINEMAP.snp.bgz
O15_POOR_FETGRO	FinnGen_O15_POOR_FETGRO_1101	1101	Poor fetal growth	XV Pregnancy, childbirth and the puerperium (O15_)	4617	4054.0	250001	2	2.0	1.0542	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_POOR_FETGRO.FINEMAP.snp.bgz
O15_POSTPART_HAEMORRH_PLACENTA	FinnGen_O15_POSTPART_HAEMORRH_PLACENTA_1102	1102	Postpartum haemorrhage due to retained placenta	XV Pregnancy, childbirth and the puerperium (O15_)	4760	4138.0	181658	1	1.0	1.0432	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_POSTPART_HAEMORRH_PLACENTA.FINEMAP.snp.bgz
O15_POSTPART_HEAMORRH	FinnGen_O15_POSTPART_HEAMORRH_1103	1103	Postpartum haemorrhage	XV Pregnancy, childbirth and the puerperium (O15_)	10532	9231.0	194563	1	0.0	1.0572	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_POSTPART_HEAMORRH.FINEMAP.snp.bgz
O15_PREECLAMPS	FinnGen_O15_PREECLAMPS_1104	1104	Pre-eclampsia	XV Pregnancy, childbirth and the puerperium (O15_)	8185	7377.0	234147	7	6.0	1.0731	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_PREECLAMPS.FINEMAP.snp.bgz
O15_PREEC_OR_FETGRO	FinnGen_O15_PREEC_OR_FETGRO_1105	1105	Pre-eclampsia or poor fetal growth	XV Pregnancy, childbirth and the puerperium (O15_)	12795	11470.0	241823	4	4.0	1.0682	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_PREEC_OR_FETGRO.FINEMAP.snp.bgz
O15_PREG_ABORT	FinnGen_O15_PREG_ABORT_1106	1106	Pregnancy with abortive outcome	XV Pregnancy, childbirth and the puerperium (O15_)	74555	67323.0	180063	4	0.0	1.0872	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_PREG_ABORT.FINEMAP.snp.bgz
O15_PREG_ECTOP	FinnGen_O15_PREG_ECTOP_1107	1107	Ectopic pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	6818	6173.0	180063	1	1.0	1.0436	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_PREG_ECTOP.FINEMAP.snp.bgz
O15_PREG_GU_INFECT	FinnGen_O15_PREG_GU_INFECT_1108	1108	Infections of genitourinary tract in pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	3623	3272.0	215354	1	0.0	1.0388	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_PREG_GU_INFECT.FINEMAP.snp.bgz
O15_PREG_MATERN_CARE	FinnGen_O15_PREG_MATERN_CARE_1109	1109	Maternal care for other conditions predominantly related to pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	8626	7618.0	215354	4	4.0	1.0472	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_PREG_MATERN_CARE.FINEMAP.snp.bgz
O15_PREG_OTHER_MAT_DISORD	FinnGen_O15_PREG_OTHER_MAT_DISORD_1110	1110	Other maternal disorders predominantly related to pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	39264	34790.0	215354	8	6.0	1.0864	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_PREG_OTHER_MAT_DISORD.FINEMAP.snp.bgz
O15_PREG_PROLONGED	FinnGen_O15_PREG_PROLONGED_1111	1111	Prolonged pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	6062	5158.0	200533	4	3.0	1.0738	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_PREG_PROLONGED.FINEMAP.snp.bgz
O15_PREG_VENOUS_HAEMORRH	FinnGen_O15_PREG_VENOUS_HAEMORRH_1112	1112	Venous complications and haemorrhoids in pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	620	545.0	215354	1	4.0	0.92721	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_PREG_VENOUS_HAEMORRH.FINEMAP.snp.bgz
O15_PRETERM	FinnGen_O15_PRETERM_1113	1113	Preterm labour and delivery	XV Pregnancy, childbirth and the puerperium (O15_)	10350	9402.0	194563	1	1.0	1.0487	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_PRETERM.FINEMAP.snp.bgz
O15_PRE_OR_ECLAMPSIA	FinnGen_O15_PRE_OR_ECLAMPSIA_1114	1114	Pre-eclampsia or eclampsia	XV Pregnancy, childbirth and the puerperium (O15_)	8818	7965.0	234034	10	7.0	1.0775	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_PRE_OR_ECLAMPSIA.FINEMAP.snp.bgz
O15_PUERP_COMPL_NAS	FinnGen_O15_PUERP_COMPL_NAS_1115	1115	Complications of the puerperium, not elsewhere classified	XV Pregnancy, childbirth and the puerperium (O15_)	1374	1210.0	244020	1	0.0	1.0022	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_PUERP_COMPL_NAS.FINEMAP.snp.bgz
O15_RETAINED_PLAC_MEMB_NO_HEAMORRH	FinnGen_O15_RETAINED_PLAC_MEMB_NO_HEAMORRH_1116	1116	Retained placenta and membranes, without haemorrhage	XV Pregnancy, childbirth and the puerperium (O15_)	4531	4080.0	194563	1	0.0	1.0316	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_RETAINED_PLAC_MEMB_NO_HEAMORRH.FINEMAP.snp.bgz
O15_VENOUS_COMPLIC	FinnGen_O15_VENOUS_COMPLIC_1117	1117	Venous complications and haemorrhoids in the puerperium	XV Pregnancy, childbirth and the puerperium (O15_)	352	318.0	244020	1	1.0	0.81677	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_VENOUS_COMPLIC.FINEMAP.snp.bgz
OSTEON_DRUGS	FinnGen_OSTEON_DRUGS_1118	1118	Osteonecrosis due to drugs	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	348	297.0	453385	1	1.0	0.81731	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_OSTEON_DRUGS.FINEMAP.snp.bgz
OSTEOPOROSIS_FRACTURE_FG	FinnGen_OSTEOPOROSIS_FRACTURE_FG_1119	1119	Osteoporosis with pathological fracture (FG)	Rheuma endpoints	2085	1822.0	341375	1	3.0	1.046	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_OSTEOPOROSIS_FRACTURE_FG.FINEMAP.snp.bgz
OSTPOPATFRCTURE_POSTEMENO	FinnGen_OSTPOPATFRCTURE_POSTEMENO_1120	1120	Postmenopausal osteoporosis with pathological fracture	Rheuma endpoints	1709	1486.0	252661	6	10.0	1.0321	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_OSTPOPATFRCTURE_POSTEMENO.FINEMAP.snp.bgz
OTHER_SYSTCON_FG	FinnGen_OTHER_SYSTCON_FG_1121	1121	Other systemic involvement of connective tissue (FG)	Rheuma endpoints	10681	9572.0	341375	10	10.0	1.0686	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_OTHER_SYSTCON_FG.FINEMAP.snp.bgz
P16_FET_NEWB_MATERN_FACTO_COMPLICATIO_PREGNAC_LABOUR_DELIV	FinnGen_P16_FET_NEWB_MATERN_FACTO_COMPLICATIO_PREGNAC_LABOUR_DELIV_1122	1122	Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery	XVI Certain conditions originating in the perinatal period (P16_)	402	335.0	453331	2	1.0	0.87012	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_P16_FET_NEWB_MATERN_FACTO_COMPLICATIO_PREGNAC_LABOUR_DELIV.FINEMAP.snp.bgz
P16_NEONTAL_JAUND_OTH_UNSP_CAUSES	FinnGen_P16_NEONTAL_JAUND_OTH_UNSP_CAUSES_1123	1123	Neonatal jaundice from other and unspecified causes	XVI Certain conditions originating in the perinatal period (P16_)	433	359.0	453154	2	2.0	0.8912	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_P16_NEONTAL_JAUND_OTH_UNSP_CAUSES.FINEMAP.snp.bgz
P16_RESPI_DISTR_NEWBO	FinnGen_P16_RESPI_DISTR_NEWBO_1124	1124	Respiratory distress of newborn	XVI Certain conditions originating in the perinatal period (P16_)	445	377.0	452972	3	2.0	0.90244	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_P16_RESPI_DISTR_NEWBO.FINEMAP.snp.bgz
PAIN	FinnGen_PAIN_1125	1125	Pain (limb, back, neck, head abdominally)	Miscellaneous, not yet classified endpoints	212869	189683.0	239973	57	47.0	1.2365	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_PAIN.FINEMAP.snp.bgz
PHLEBI_THROMBOP_LOWER_EXTREMITI_UNSPE	FinnGen_PHLEBI_THROMBOP_LOWER_EXTREMITI_UNSPE_1126	1126	Phlebitis and thrombophlebitis of lower extremities, unspecified, drug-induced	IX Diseases of the circulatory system (I9_)	283	268.0	453450	1	0.0	0.76074	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_PHLEBI_THROMBOP_LOWER_EXTREMITI_UNSPE.FINEMAP.snp.bgz
PNEUMO_SEPTHICHE	FinnGen_PNEUMO_SEPTHICHE_1127	1127	Pneumococcal septicemia	Asthma and related endpoints	1010	920.0	452666	1	1.0	0.98057	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_PNEUMO_SEPTHICHE.FINEMAP.snp.bgz
POLLENALLERG	FinnGen_POLLENALLERG_1128	1128	Pollen allergy	Comorbidities of Asthma	7808	6851.0	442339	7	7.0	1.0712	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_POLLENALLERG.FINEMAP.snp.bgz
POLYCYTVERA	FinnGen_POLYCYTVERA_1129	1129	Polycythaemia vera	Other, not yet classified endpoints (same as #MISC)	1084	1004.0	344463	24	19.0	0.99146	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_POLYCYTVERA.FINEMAP.snp.bgz
PRIM_COXARTHROSIS	FinnGen_PRIM_COXARTHROSIS_1130	1130	Primary coxarthrosis, bilateral	Rheuma endpoints	10408	9318.0	426587	19	16.0	1.1064	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_PRIM_COXARTHROSIS.FINEMAP.snp.bgz
PRIM_KNEEARTHROSIS	FinnGen_PRIM_KNEEARTHROSIS_1131	1131	Primary gonarthrosis, bilateral	Rheuma endpoints	20783	18563.0	399163	58	50.0	1.1672	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_PRIM_KNEEARTHROSIS.FINEMAP.snp.bgz
PSORI_STRICT	FinnGen_PSORI_STRICT_1132	1132	Psoriasis (vulgaris), strict definition	XII Diseases of the skin and subcutaneous tissue (L12_)	965	901.0	437420	9	6.0	0.99567	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_PSORI_STRICT.FINEMAP.snp.bgz
PULM_INFECTIONS	FinnGen_PULM_INFECTIONS_1133	1133	COPD/asthma/ILD related infections	Interstitial lung disease endpoints	144808	129432.0	308925	12	9.0	1.1135	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_PULM_INFECTIONS.FINEMAP.snp.bgz
Q17_ANKYLOGLOSSIA	FinnGen_Q17_ANKYLOGLOSSIA_1134	1134	Ankyloglossia	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	513	429.0	453220	3	3.0	0.90723	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_Q17_ANKYLOGLOSSIA.FINEMAP.snp.bgz
Q17_APVR	FinnGen_Q17_APVR_1135	1135	Abnormal pulmonary venous return	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	75	71.0	453658	1	0.0	0.43839	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_Q17_APVR.FINEMAP.snp.bgz
Q17_ASD	FinnGen_Q17_ASD_1136	1136	Atrial septal defect	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	1296	1174.0	448451	7	6.0	1.0081	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_Q17_ASD.FINEMAP.snp.bgz
Q17_CLEFT_AND_CARIES	FinnGen_Q17_CLEFT_AND_CARIES_1137	1137	Caries in Clefts patients	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	314	266.0	453419	12	9.0	0.77726	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_Q17_CLEFT_AND_CARIES.FINEMAP.snp.bgz
Q17_CLEFT_HARD_PALATE_NOS	FinnGen_Q17_CLEFT_HARD_PALATE_NOS_1138	1138	Cleft hard palate NOS	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	163	141.0	452911	9	9.0	0.61946	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_Q17_CLEFT_HARD_PALATE_NOS.FINEMAP.snp.bgz
Q17_CLEFT_LIP_CLEFT_PALATE	FinnGen_Q17_CLEFT_LIP_CLEFT_PALATE_1139	1139	Cleft lip, lip and palate or palate	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	555	495.0	453178	15	15.0	0.90457	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_Q17_CLEFT_LIP_CLEFT_PALATE.FINEMAP.snp.bgz
